In real time|People who come|People in queue(first/second)|People who left|Transported People|Gondola status 
(12, 37, 12)|0|[2, 0]|337|263|status.moving
(12, 37, 13)|0|[2, 0]|337|263|status.moving
(12, 37, 14)|0|[2, 0]|337|263|status.moving
(12, 37, 15)|0|[2, 0]|337|263|status.moving
(12, 37, 16)|0|[2, 0]|337|263|status.moving
(12, 37, 17)|0|[2, 0]|337|263|status.moving
(12, 37, 18)|0|[2, 0]|337|263|status.moving
(12, 37, 19)|0|[2, 0]|337|263|status.moving
(12, 37, 20)|0|[2, 0]|337|263|status.moving
(12, 37, 21)|0|[2, 0]|337|263|status.moving
(12, 37, 22)|0|[2, 0]|337|263|status.moving
(12, 37, 23)|0|[2, 0]|337|263|status.moving
(12, 37, 24)|0|[2, 0]|337|263|status.moving
(12, 37, 25)|0|[2, 0]|337|263|status.moving
(12, 37, 26)|0|[2, 0]|337|263|status.moving
(12, 37, 27)|0|[2, 0]|337|263|status.moving
(12, 37, 28)|0|[2, 0]|337|263|status.moving
(12, 37, 29)|0|[2, 0]|337|263|status.moving
(12, 37, 30)|0|[2, 0]|337|263|status.moving
(12, 37, 31)|0|[2, 0]|337|263|status.moving
(12, 37, 32)|0|[2, 0]|337|263|status.moving
(12, 37, 33)|0|[2, 0]|337|263|status.moving
(12, 37, 34)|0|[2, 0]|337|263|status.moving
(12, 37, 35)|0|[2, 0]|337|263|status.moving
(12, 37, 36)|0|[2, 0]|337|263|status.moving
(12, 37, 37)|0|[1, 0]|338|263|status.moving
(12, 37, 38)|0|[1, 0]|338|263|status.moving
(12, 37, 39)|0|[1, 0]|338|263|status.moving
(12, 37, 40)|1|[1, 26]|338|263|status.moving
(12, 37, 41)|0|[1, 3]|361|263|status.moving
(12, 37, 42)|0|[2, 3]|361|263|status.moving
(12, 37, 43)|0|[2, 3]|361|263|status.moving
(12, 37, 44)|0|[2, 3]|361|263|status.moving
(12, 37, 45)|0|[2, 3]|361|263|status.moving
(12, 37, 46)|0|[2, 3]|361|263|status.moving
(12, 37, 47)|0|[2, 3]|361|263|status.moving
(12, 37, 48)|0|[2, 3]|361|263|status.moving
(12, 37, 49)|0|[2, 3]|361|263|status.moving
(12, 37, 50)|1|[2, 4]|361|263|status.moving
(12, 37, 51)|0|[2, 4]|361|263|status.moving
(12, 37, 52)|0|[2, 4]|361|263|status.moving
(12, 37, 53)|0|[2, 4]|361|263|status.moving
(12, 37, 54)|0|[1, 4]|362|263|status.moving
(12, 37, 55)|0|[1, 4]|362|263|status.moving
(12, 37, 56)|0|[1, 4]|362|263|status.moving
(12, 37, 57)|0|[1, 4]|362|263|status.moving
(12, 37, 58)|0|[1, 4]|362|263|status.moving
(12, 37, 59)|0|[1, 4]|362|263|status.moving
(12, 38, 0)|0|[1, 4]|362|263|status.moving
(12, 38, 1)|0|[1, 4]|362|263|status.moving
(12, 38, 2)|0|[1, 3]|363|263|status.moving
(12, 38, 3)|0|[1, 3]|363|263|status.moving
(12, 38, 4)|0|[1, 3]|363|263|status.moving
(12, 38, 5)|0|[1, 3]|363|263|status.moving
(12, 38, 6)|0|[1, 3]|363|263|status.moving
(12, 38, 7)|0|[1, 3]|363|263|status.moving
(12, 38, 8)|0|[1, 3]|363|263|status.moving
(12, 38, 9)|0|[1, 3]|363|263|status.moving
(12, 38, 10)|0|[1, 3]|363|263|status.moving
(12, 38, 11)|0|[1, 3]|363|263|status.moving
(12, 38, 12)|1|[1, 4]|363|263|status.moving
(12, 38, 13)|0|[1, 4]|363|263|status.moving
(12, 38, 14)|0|[1, 4]|363|263|status.moving
(12, 38, 15)|0|[1, 4]|363|263|status.moving
(12, 38, 16)|0|[1, 4]|363|263|status.moving
(12, 38, 17)|0|[1, 4]|363|263|status.moving
(12, 38, 18)|0|[1, 4]|363|263|status.moving
(12, 38, 19)|0|[1, 4]|363|263|status.moving
(12, 38, 20)|0|[1, 4]|363|263|status.moving
(12, 38, 21)|0|[1, 4]|363|263|status.moving
(12, 38, 22)|0|[2, 4]|363|263|status.moving
(12, 38, 23)|0|[2, 4]|363|263|status.moving
(12, 38, 24)|0|[2, 4]|363|263|status.moving
(12, 38, 25)|0|[2, 4]|363|263|status.moving
(12, 38, 26)|1|[2, 5]|363|263|status.moving
(12, 38, 27)|0|[1, 5]|364|263|status.moving
(12, 38, 28)|0|[1, 5]|364|263|status.moving
(12, 38, 29)|0|[1, 5]|364|263|status.moving
(12, 38, 30)|0|[1, 5]|364|263|status.moving
(12, 38, 31)|0|[1, 5]|364|263|status.moving
(12, 38, 32)|0|[1, 5]|364|263|status.moving
(12, 38, 33)|0|[1, 4]|365|263|status.moving
(12, 38, 34)|0|[1, 4]|365|263|status.moving
(12, 38, 35)|0|[1, 4]|365|263|status.moving
(12, 38, 36)|0|[1, 4]|365|263|status.moving
(12, 38, 37)|0|[1, 4]|365|263|status.moving
(12, 38, 38)|0|[1, 4]|365|263|status.moving
(12, 38, 39)|0|[1, 4]|365|263|status.moving
(12, 38, 40)|0|[1, 4]|365|263|status.moving
(12, 38, 41)|0|[1, 4]|365|263|status.moving
(12, 38, 42)|0|[1, 4]|365|263|status.moving
(12, 38, 43)|0|[1, 4]|365|263|status.moving
(12, 38, 44)|0|[1, 4]|365|263|status.moving
(12, 38, 45)|0|[1, 3]|366|263|status.moving
(12, 38, 46)|0|[1, 3]|366|263|status.moving
(12, 38, 47)|0|[1, 3]|366|263|status.moving
(12, 38, 48)|0|[1, 3]|366|263|status.moving
(12, 38, 49)|0|[1, 3]|366|263|status.moving
(12, 38, 50)|0|[1, 3]|366|263|status.moving
(12, 38, 51)|0|[1, 3]|366|263|status.moving
(12, 38, 52)|0|[1, 3]|366|263|status.moving
(12, 38, 53)|0|[1, 3]|366|263|status.moving
(12, 38, 54)|0|[1, 3]|366|263|status.moving
(12, 38, 55)|0|[1, 3]|366|263|status.moving
(12, 38, 56)|0|[2, 3]|366|263|status.moving
(12, 38, 57)|0|[2, 3]|366|263|status.moving
(12, 38, 58)|0|[2, 3]|366|263|status.moving
(12, 38, 59)|1|[2, 4]|366|263|status.moving
(12, 39, 0)|0|[2, 4]|366|263|status.moving
(12, 39, 1)|0|[2, 4]|366|263|status.moving
(12, 39, 2)|0|[2, 4]|366|263|status.moving
(12, 39, 3)|0|[2, 4]|366|263|status.moving
(12, 39, 4)|0|[2, 4]|366|263|status.moving
(12, 39, 5)|0|[2, 4]|366|263|status.moving
(12, 39, 6)|0|[2, 4]|366|263|status.moving
(12, 39, 7)|0|[2, 4]|366|263|status.moving
(12, 39, 8)|0|[3, 4]|366|263|status.moving
(12, 39, 9)|0|[3, 4]|366|263|status.moving
(12, 39, 10)|0|[3, 4]|366|263|status.moving
(12, 39, 11)|0|[4, 4]|366|263|status.moving
(12, 39, 12)|0|[4, 4]|366|263|status.moving
(12, 39, 13)|0|[4, 4]|366|263|status.moving
(12, 39, 14)|0|[4, 4]|366|263|status.moving
(12, 39, 15)|1|[4, 5]|366|263|status.moving
(12, 39, 16)|0|[4, 5]|366|263|status.moving
(12, 39, 17)|0|[4, 5]|366|263|status.moving
(12, 39, 18)|0|[4, 5]|366|263|status.moving
(12, 39, 19)|1|[4, 6]|366|263|status.moving
(12, 39, 20)|0|[4, 6]|366|263|status.moving
(12, 39, 21)|0|[4, 6]|366|263|status.moving
(12, 39, 22)|0|[5, 6]|366|263|status.moving
(12, 39, 23)|0|[5, 6]|366|263|status.moving
(12, 39, 24)|0|[6, 6]|366|263|status.moving
(12, 39, 25)|0|[6, 6]|366|263|status.moving
(12, 39, 26)|0|[5, 6]|367|263|status.moving
(12, 39, 27)|0|[5, 6]|367|263|status.moving
(12, 39, 28)|0|[5, 6]|367|263|status.moving
(12, 39, 29)|0|[5, 6]|367|263|status.moving
(12, 39, 30)|0|[5, 6]|367|263|status.moving
(12, 39, 31)|0|[5, 6]|367|263|status.moving
(12, 39, 32)|0|[5, 6]|367|263|status.moving
(12, 39, 33)|0|[5, 6]|367|263|status.moving
(12, 39, 34)|0|[6, 6]|367|263|status.moving
(12, 39, 35)|0|[6, 6]|367|263|status.moving
(12, 39, 36)|0|[6, 6]|367|263|status.moving
(12, 39, 37)|0|[6, 6]|367|263|status.moving
(12, 39, 38)|0|[6, 6]|367|263|status.moving
(12, 39, 39)|0|[6, 6]|367|263|status.moving
(12, 39, 40)|0|[6, 6]|367|263|status.moving
(12, 39, 41)|0|[6, 6]|367|263|status.moving
(12, 39, 42)|0|[6, 6]|367|263|status.moving
(12, 39, 43)|0|[6, 6]|367|263|status.moving
(12, 39, 44)|0|[6, 6]|367|263|status.moving
(12, 39, 45)|0|[6, 5]|368|265|status.waiting
(12, 39, 46)|0|[4, 3]|368|265|status.moving
(12, 39, 47)|0|[4, 3]|368|265|status.moving
(12, 39, 48)|0|[4, 3]|368|265|status.moving
(12, 39, 49)|0|[4, 3]|368|265|status.moving
(12, 39, 50)|0|[4, 3]|368|265|status.moving
(12, 39, 51)|0|[4, 3]|368|265|status.moving
(12, 39, 52)|0|[4, 3]|368|265|status.moving
(12, 39, 53)|0|[4, 3]|368|265|status.moving
(12, 39, 54)|0|[4, 3]|368|265|status.moving
(12, 39, 55)|0|[5, 3]|368|265|status.moving
(12, 39, 56)|0|[5, 3]|368|265|status.moving
(12, 39, 57)|0|[5, 3]|368|265|status.moving
(12, 39, 58)|0|[5, 3]|368|265|status.moving
(12, 39, 59)|0|[4, 3]|369|265|status.moving
(12, 40, 0)|0|[4, 3]|369|265|status.moving
(12, 40, 1)|0|[4, 3]|369|265|status.moving
(12, 40, 2)|0|[4, 3]|369|265|status.moving
(12, 40, 3)|0|[4, 3]|369|265|status.moving
(12, 40, 4)|0|[4, 3]|369|265|status.moving
(12, 40, 5)|0|[4, 3]|369|265|status.moving
(12, 40, 6)|0|[4, 3]|369|265|status.moving
(12, 40, 7)|0|[4, 3]|369|265|status.moving
(12, 40, 8)|0|[4, 3]|369|265|status.moving
(12, 40, 9)|0|[4, 3]|369|265|status.moving
(12, 40, 10)|0|[4, 3]|369|265|status.moving
(12, 40, 11)|0|[4, 3]|369|265|status.moving
(12, 40, 12)|0|[4, 3]|369|265|status.moving
(12, 40, 13)|0|[4, 3]|369|265|status.moving
(12, 40, 14)|0|[4, 3]|369|265|status.moving
(12, 40, 15)|0|[4, 3]|369|265|status.moving
(12, 40, 16)|0|[3, 3]|370|265|status.moving
(12, 40, 17)|0|[3, 3]|370|265|status.moving
(12, 40, 18)|0|[3, 3]|370|265|status.moving
(12, 40, 19)|0|[3, 3]|370|265|status.moving
(12, 40, 20)|0|[3, 3]|370|265|status.moving
(12, 40, 21)|0|[3, 2]|371|265|status.moving
(12, 40, 22)|0|[3, 2]|371|265|status.moving
(12, 40, 23)|0|[3, 2]|371|265|status.moving
(12, 40, 24)|0|[3, 2]|371|265|status.moving
(12, 40, 25)|0|[3, 2]|371|265|status.moving
(12, 40, 26)|0|[3, 2]|371|265|status.moving
(12, 40, 27)|0|[4, 2]|371|265|status.moving
(12, 40, 28)|1|[4, 3]|371|265|status.moving
(12, 40, 29)|0|[4, 3]|371|265|status.moving
(12, 40, 30)|0|[4, 3]|371|265|status.moving
(12, 40, 31)|0|[4, 3]|371|265|status.moving
(12, 40, 32)|0|[5, 3]|371|265|status.moving
(12, 40, 33)|0|[5, 3]|371|265|status.moving
(12, 40, 34)|0|[4, 3]|372|265|status.moving
(12, 40, 35)|0|[4, 3]|372|265|status.moving
(12, 40, 36)|0|[4, 3]|372|265|status.moving
(12, 40, 37)|1|[4, 4]|372|265|status.moving
(12, 40, 38)|0|[4, 4]|372|265|status.moving
(12, 40, 39)|0|[4, 4]|372|265|status.moving
(12, 40, 40)|0|[4, 4]|372|265|status.moving
(12, 40, 41)|0|[4, 3]|373|265|status.moving
(12, 40, 42)|0|[4, 3]|373|265|status.moving
(12, 40, 43)|0|[4, 3]|373|265|status.moving
(12, 40, 44)|0|[4, 3]|373|265|status.moving
(12, 40, 45)|0|[4, 3]|373|265|status.moving
(12, 40, 46)|0|[4, 3]|373|265|status.moving
(12, 40, 47)|0|[4, 2]|374|265|status.moving
(12, 40, 48)|1|[4, 3]|374|265|status.moving
(12, 40, 49)|0|[4, 3]|374|265|status.moving
(12, 40, 50)|0|[4, 3]|374|265|status.moving
(12, 40, 51)|0|[4, 3]|374|265|status.moving
(12, 40, 52)|0|[4, 3]|374|265|status.moving
(12, 40, 53)|0|[4, 3]|374|265|status.moving
(12, 40, 54)|0|[4, 3]|374|265|status.moving
(12, 40, 55)|0|[4, 3]|374|265|status.moving
(12, 40, 56)|0|[5, 3]|374|265|status.moving
(12, 40, 57)|0|[5, 3]|374|265|status.moving
(12, 40, 58)|0|[5, 3]|374|265|status.moving
(12, 40, 59)|0|[5, 3]|374|265|status.moving
(12, 41, 0)|0|[5, 3]|374|265|status.moving
(12, 41, 1)|0|[4, 3]|375|265|status.moving
(12, 41, 2)|0|[4, 3]|375|265|status.moving
(12, 41, 3)|0|[4, 3]|375|265|status.moving
(12, 41, 4)|0|[4, 3]|375|265|status.moving
(12, 41, 5)|0|[4, 3]|375|265|status.moving
(12, 41, 6)|0|[4, 3]|375|265|status.moving
(12, 41, 7)|0|[4, 3]|375|265|status.moving
(12, 41, 8)|0|[4, 3]|375|265|status.moving
(12, 41, 9)|0|[4, 3]|375|265|status.moving
(12, 41, 10)|0|[4, 3]|375|265|status.moving
(12, 41, 11)|0|[4, 3]|375|265|status.moving
(12, 41, 12)|0|[4, 3]|375|265|status.moving
(12, 41, 13)|0|[4, 3]|375|265|status.moving
(12, 41, 14)|0|[4, 3]|375|265|status.moving
(12, 41, 15)|0|[4, 3]|375|265|status.moving
(12, 41, 16)|1|[4, 4]|375|265|status.moving
(12, 41, 17)|0|[4, 4]|375|265|status.moving
(12, 41, 18)|0|[3, 4]|376|265|status.moving
(12, 41, 19)|0|[3, 4]|376|265|status.moving
(12, 41, 20)|0|[3, 4]|376|265|status.moving
(12, 41, 21)|0|[3, 4]|376|265|status.moving
(12, 41, 22)|0|[3, 4]|376|265|status.moving
(12, 41, 23)|0|[3, 4]|376|265|status.moving
(12, 41, 24)|0|[3, 4]|376|265|status.moving
(12, 41, 25)|0|[3, 4]|376|265|status.moving
(12, 41, 26)|0|[3, 4]|376|265|status.moving
(12, 41, 27)|0|[3, 4]|376|265|status.moving
(12, 41, 28)|0|[3, 4]|376|265|status.moving
(12, 41, 29)|0|[3, 4]|376|265|status.moving
(12, 41, 30)|0|[3, 4]|376|265|status.moving
(12, 41, 31)|0|[3, 4]|376|265|status.moving
(12, 41, 32)|0|[3, 4]|376|265|status.moving
(12, 41, 33)|0|[4, 4]|376|265|status.moving
(12, 41, 34)|0|[4, 4]|376|265|status.moving
(12, 41, 35)|0|[4, 4]|376|265|status.moving
(12, 41, 36)|0|[4, 4]|376|265|status.moving
(12, 41, 37)|0|[4, 4]|376|265|status.moving
(12, 41, 38)|0|[4, 4]|376|265|status.moving
(12, 41, 39)|0|[4, 4]|376|265|status.moving
(12, 41, 40)|0|[3, 4]|377|265|status.moving
(12, 41, 41)|0|[3, 4]|377|265|status.moving
(12, 41, 42)|0|[3, 4]|377|265|status.moving
(12, 41, 43)|0|[3, 4]|377|265|status.moving
(12, 41, 44)|0|[3, 4]|377|265|status.moving
(12, 41, 45)|0|[3, 4]|377|265|status.moving
(12, 41, 46)|0|[3, 4]|377|265|status.moving
(12, 41, 47)|0|[3, 4]|377|265|status.moving
(12, 41, 48)|0|[3, 4]|377|265|status.moving
(12, 41, 49)|0|[3, 4]|377|265|status.moving
(12, 41, 50)|0|[3, 4]|377|265|status.moving
(12, 41, 51)|0|[3, 4]|377|265|status.moving
(12, 41, 52)|0|[3, 4]|377|265|status.moving
(12, 41, 53)|0|[3, 4]|377|265|status.moving
(12, 41, 54)|0|[3, 4]|377|265|status.moving
(12, 41, 55)|0|[3, 4]|377|265|status.moving
(12, 41, 56)|0|[3, 4]|377|265|status.moving
(12, 41, 57)|0|[3, 4]|377|265|status.moving
(12, 41, 58)|0|[3, 4]|377|265|status.moving
(12, 41, 59)|0|[3, 4]|377|265|status.moving
(12, 42, 0)|0|[3, 4]|377|265|status.moving
(12, 42, 1)|0|[3, 4]|377|265|status.moving
(12, 42, 2)|0|[3, 4]|377|265|status.moving
(12, 42, 3)|0|[3, 4]|377|265|status.moving
(12, 42, 4)|0|[3, 4]|377|265|status.moving
(12, 42, 5)|0|[3, 3]|378|265|status.moving
(12, 42, 6)|0|[3, 2]|379|265|status.moving
(12, 42, 7)|0|[3, 2]|379|265|status.moving
(12, 42, 8)|0|[3, 2]|379|265|status.moving
(12, 42, 9)|0|[3, 2]|379|265|status.moving
(12, 42, 10)|0|[4, 2]|379|265|status.moving
(12, 42, 11)|0|[4, 2]|379|265|status.moving
(12, 42, 12)|0|[4, 2]|379|265|status.moving
(12, 42, 13)|0|[4, 2]|379|265|status.moving
(12, 42, 14)|0|[4, 2]|379|265|status.moving
(12, 42, 15)|0|[4, 2]|379|265|status.moving
(12, 42, 16)|0|[5, 2]|379|265|status.moving
(12, 42, 17)|0|[5, 2]|379|265|status.moving
(12, 42, 18)|0|[5, 2]|379|265|status.moving
(12, 42, 19)|0|[5, 2]|379|265|status.moving
(12, 42, 20)|0|[5, 2]|379|265|status.moving
(12, 42, 21)|0|[5, 2]|379|265|status.moving
(12, 42, 22)|0|[5, 2]|379|265|status.moving
(12, 42, 23)|0|[5, 2]|379|265|status.moving
(12, 42, 24)|0|[5, 2]|379|265|status.moving
(12, 42, 25)|0|[5, 2]|379|265|status.moving
(12, 42, 26)|0|[5, 2]|379|265|status.moving
(12, 42, 27)|0|[5, 2]|380|265|status.moving
(12, 42, 28)|0|[5, 2]|380|265|status.moving
(12, 42, 29)|0|[5, 2]|380|265|status.moving
(12, 42, 30)|0|[5, 2]|380|265|status.moving
(12, 42, 31)|0|[5, 2]|380|265|status.moving
(12, 42, 32)|0|[6, 2]|380|265|status.moving
(12, 42, 33)|0|[6, 2]|380|265|status.moving
(12, 42, 34)|0|[5, 2]|381|265|status.moving
(12, 42, 35)|0|[5, 2]|381|265|status.moving
(12, 42, 36)|0|[5, 2]|381|265|status.moving
(12, 42, 37)|0|[5, 2]|381|265|status.moving
(12, 42, 38)|0|[5, 2]|381|265|status.moving
(12, 42, 39)|0|[5, 2]|381|265|status.moving
(12, 42, 40)|0|[5, 2]|381|265|status.moving
(12, 42, 41)|0|[5, 2]|381|265|status.moving
(12, 42, 42)|0|[5, 2]|381|265|status.moving
(12, 42, 43)|0|[5, 2]|381|265|status.moving
(12, 42, 44)|0|[5, 2]|381|265|status.moving
(12, 42, 45)|0|[5, 2]|381|265|status.moving
(12, 42, 46)|0|[5, 2]|381|269|status.waiting
(12, 42, 47)|0|[3, 0]|381|269|status.moving
(12, 42, 48)|0|[3, 0]|381|269|status.moving
(12, 42, 49)|0|[3, 0]|381|269|status.moving
(12, 42, 50)|0|[3, 0]|381|269|status.moving
(12, 42, 51)|0|[3, 0]|381|269|status.moving
(12, 42, 52)|0|[4, 0]|381|269|status.moving
(12, 42, 53)|0|[4, 0]|381|269|status.moving
(12, 42, 54)|0|[4, 0]|381|269|status.moving
(12, 42, 55)|0|[4, 0]|381|269|status.moving
(12, 42, 56)|0|[4, 0]|381|269|status.moving
(12, 42, 57)|1|[4, 1]|381|269|status.moving
(12, 42, 58)|0|[4, 1]|381|269|status.moving
(12, 42, 59)|0|[4, 1]|381|269|status.moving
(12, 43, 0)|0|[4, 1]|381|269|status.moving
(12, 43, 1)|0|[4, 1]|381|269|status.moving
(12, 43, 2)|0|[4, 1]|381|269|status.moving
(12, 43, 3)|0|[4, 1]|381|269|status.moving
(12, 43, 4)|0|[4, 1]|381|269|status.moving
(12, 43, 5)|0|[4, 1]|381|269|status.moving
(12, 43, 6)|0|[4, 1]|381|269|status.moving
(12, 43, 7)|0|[4, 1]|381|269|status.moving
(12, 43, 8)|0|[4, 1]|381|269|status.moving
(12, 43, 9)|0|[5, 1]|381|269|status.moving
(12, 43, 10)|0|[5, 1]|381|269|status.moving
(12, 43, 11)|0|[5, 1]|381|269|status.moving
(12, 43, 12)|0|[4, 1]|382|269|status.moving
(12, 43, 13)|0|[4, 1]|382|269|status.moving
(12, 43, 14)|0|[4, 1]|382|269|status.moving
(12, 43, 15)|0|[4, 1]|382|269|status.moving
(12, 43, 16)|0|[4, 1]|382|269|status.moving
(12, 43, 17)|0|[4, 1]|382|269|status.moving
(12, 43, 18)|0|[4, 1]|382|269|status.moving
(12, 43, 19)|0|[4, 1]|382|269|status.moving
(12, 43, 20)|0|[4, 1]|382|269|status.moving
(12, 43, 21)|0|[4, 1]|382|269|status.moving
(12, 43, 22)|0|[4, 1]|382|269|status.moving
(12, 43, 23)|0|[4, 1]|382|269|status.moving
(12, 43, 24)|0|[4, 1]|382|269|status.moving
(12, 43, 25)|0|[4, 1]|382|269|status.moving
(12, 43, 26)|1|[4, 2]|382|269|status.moving
(12, 43, 27)|0|[4, 2]|382|269|status.moving
(12, 43, 28)|0|[4, 2]|382|269|status.moving
(12, 43, 29)|0|[4, 2]|382|269|status.moving
(12, 43, 30)|0|[4, 2]|382|269|status.moving
(12, 43, 31)|0|[4, 2]|382|269|status.moving
(12, 43, 32)|0|[4, 2]|382|269|status.moving
(12, 43, 33)|0|[4, 2]|382|269|status.moving
(12, 43, 34)|0|[4, 2]|382|269|status.moving
(12, 43, 35)|0|[4, 2]|382|269|status.moving
(12, 43, 36)|0|[4, 2]|382|269|status.moving
(12, 43, 37)|0|[4, 2]|382|269|status.moving
(12, 43, 38)|1|[4, 3]|382|269|status.moving
(12, 43, 39)|0|[4, 3]|382|269|status.moving
(12, 43, 40)|0|[4, 3]|382|269|status.moving
(12, 43, 41)|0|[4, 3]|382|269|status.moving
(12, 43, 42)|0|[4, 3]|382|269|status.moving
(12, 43, 43)|0|[4, 3]|382|269|status.moving
(12, 43, 44)|0|[4, 3]|382|269|status.moving
(12, 43, 45)|0|[4, 3]|382|269|status.moving
(12, 43, 46)|0|[4, 3]|382|269|status.moving
(12, 43, 47)|0|[5, 3]|382|269|status.moving
(12, 43, 48)|0|[5, 3]|382|269|status.moving
(12, 43, 49)|0|[5, 3]|382|269|status.moving
(12, 43, 50)|0|[5, 3]|382|269|status.moving
(12, 43, 51)|0|[5, 3]|382|269|status.moving
(12, 43, 52)|0|[5, 3]|382|269|status.moving
(12, 43, 53)|0|[5, 3]|382|269|status.moving
(12, 43, 54)|0|[6, 3]|382|269|status.moving
(12, 43, 55)|0|[6, 3]|382|269|status.moving
(12, 43, 56)|0|[6, 3]|382|269|status.moving
(12, 43, 57)|0|[6, 3]|382|269|status.moving
(12, 43, 58)|0|[6, 3]|382|269|status.moving
(12, 43, 59)|0|[6, 3]|382|269|status.moving
(12, 44, 0)|0|[6, 3]|382|269|status.moving
(12, 44, 1)|0|[6, 3]|382|269|status.moving
(12, 44, 2)|0|[6, 3]|382|269|status.moving
(12, 44, 3)|0|[6, 3]|382|269|status.moving
(12, 44, 4)|0|[6, 3]|382|269|status.moving
(12, 44, 5)|0|[6, 3]|382|269|status.moving
(12, 44, 6)|0|[5, 3]|383|269|status.moving
(12, 44, 7)|0|[5, 3]|383|269|status.moving
(12, 44, 8)|0|[4, 3]|384|269|status.moving
(12, 44, 9)|0|[4, 3]|384|269|status.moving
(12, 44, 10)|0|[4, 3]|384|269|status.moving
(12, 44, 11)|0|[4, 3]|384|269|status.moving
(12, 44, 12)|0|[4, 3]|384|269|status.moving
(12, 44, 13)|0|[4, 3]|384|269|status.moving
(12, 44, 14)|0|[3, 3]|385|269|status.moving
(12, 44, 15)|0|[3, 3]|385|269|status.moving
(12, 44, 16)|0|[4, 3]|385|269|status.moving
(12, 44, 17)|0|[4, 3]|385|269|status.moving
(12, 44, 18)|0|[4, 3]|385|269|status.moving
(12, 44, 19)|1|[4, 4]|385|269|status.moving
(12, 44, 20)|0|[4, 4]|385|269|status.moving
(12, 44, 21)|0|[4, 4]|385|269|status.moving
(12, 44, 22)|0|[4, 4]|385|269|status.moving
(12, 44, 23)|0|[4, 4]|385|269|status.moving
(12, 44, 24)|1|[4, 5]|385|269|status.moving
(12, 44, 25)|0|[4, 5]|385|269|status.moving
(12, 44, 26)|0|[3, 5]|386|269|status.moving
(12, 44, 27)|0|[3, 5]|386|269|status.moving
(12, 44, 28)|0|[3, 3]|388|269|status.moving
(12, 44, 29)|0|[3, 3]|388|269|status.moving
(12, 44, 30)|0|[3, 3]|388|269|status.moving
(12, 44, 31)|0|[2, 3]|389|269|status.moving
(12, 44, 32)|0|[2, 3]|389|269|status.moving
(12, 44, 33)|0|[2, 3]|389|269|status.moving
(12, 44, 34)|0|[2, 3]|389|269|status.moving
(12, 44, 35)|0|[2, 3]|389|269|status.moving
(12, 44, 36)|0|[2, 3]|389|269|status.moving
(12, 44, 37)|0|[2, 3]|389|269|status.moving
(12, 44, 38)|0|[2, 3]|389|269|status.moving
(12, 44, 39)|0|[2, 3]|389|269|status.moving
(12, 44, 40)|0|[2, 3]|389|269|status.moving
(12, 44, 41)|0|[2, 3]|389|269|status.moving
(12, 44, 42)|0|[2, 3]|389|269|status.moving
(12, 44, 43)|0|[2, 3]|389|269|status.moving
(12, 44, 44)|0|[2, 3]|389|269|status.moving
(12, 44, 45)|0|[2, 3]|389|269|status.moving
(12, 44, 46)|0|[2, 3]|389|269|status.moving
(12, 44, 47)|0|[2, 3]|389|269|status.moving
(12, 44, 48)|0|[2, 3]|389|269|status.moving
(12, 44, 49)|0|[2, 3]|389|269|status.moving
(12, 44, 50)|0|[2, 3]|389|269|status.moving
(12, 44, 51)|0|[2, 2]|390|269|status.moving
(12, 44, 52)|0|[2, 2]|390|269|status.moving
(12, 44, 53)|0|[2, 2]|390|269|status.moving
(12, 44, 54)|0|[2, 2]|390|269|status.moving
(12, 44, 55)|0|[2, 2]|390|269|status.moving
(12, 44, 56)|0|[2, 2]|390|269|status.moving
(12, 44, 57)|0|[2, 2]|390|269|status.moving
(12, 44, 58)|0|[2, 2]|390|269|status.moving
(12, 44, 59)|0|[2, 2]|390|269|status.moving
(12, 45, 0)|0|[2, 2]|390|269|status.moving
(12, 45, 1)|0|[2, 2]|390|269|status.moving
(12, 45, 2)|0|[2, 2]|390|269|status.moving
(12, 45, 3)|0|[2, 2]|390|269|status.moving
(12, 45, 4)|0|[2, 2]|390|269|status.moving
(12, 45, 5)|0|[1, 1]|392|269|status.moving
(12, 45, 6)|0|[1, 1]|392|269|status.moving
(12, 45, 7)|0|[1, 1]|392|269|status.moving
(12, 45, 8)|0|[1, 1]|392|269|status.moving
(12, 45, 9)|0|[1, 1]|392|269|status.moving
(12, 45, 10)|1|[1, 2]|392|269|status.moving
(12, 45, 11)|0|[1, 2]|392|269|status.moving
(12, 45, 12)|1|[1, 3]|392|269|status.moving
(12, 45, 13)|0|[1, 3]|392|269|status.moving
(12, 45, 14)|0|[1, 3]|392|269|status.moving
(12, 45, 15)|0|[1, 3]|392|269|status.moving
(12, 45, 16)|0|[2, 3]|392|269|status.moving
(12, 45, 17)|0|[2, 3]|392|269|status.moving
(12, 45, 18)|0|[2, 3]|392|269|status.moving
(12, 45, 19)|0|[2, 3]|392|269|status.moving
(12, 45, 20)|0|[2, 3]|392|269|status.moving
(12, 45, 21)|0|[2, 3]|392|269|status.moving
(12, 45, 22)|0|[2, 3]|392|269|status.moving
(12, 45, 23)|0|[2, 3]|392|269|status.moving
(12, 45, 24)|0|[3, 3]|392|269|status.moving
(12, 45, 25)|0|[3, 3]|392|269|status.moving
(12, 45, 26)|0|[3, 3]|392|269|status.moving
(12, 45, 27)|0|[4, 3]|392|269|status.moving
(12, 45, 28)|0|[4, 3]|392|269|status.moving
(12, 45, 29)|0|[4, 2]|393|269|status.moving
