Symulation time|Real time|People who come|People in queue(first/second)|People who left|Transported People
25389|(7, 3, 9)|0|[1, 1]|4|0
25390|(7, 3, 10)|0|[1, 1]|4|0
25391|(7, 3, 11)|0|[1, 1]|4|0
25392|(7, 3, 12)|1|[2, 1]|4|0
25393|(7, 3, 13)|0|[2, 1]|4|0
25394|(7, 3, 14)|0|[2, 1]|4|0
25395|(7, 3, 15)|0|[2, 1]|4|0
25396|(7, 3, 16)|0|[2, 1]|4|0
25397|(7, 3, 17)|0|[2, 1]|4|2
25398|(7, 3, 18)|0|[2, 1]|4|2
25399|(7, 3, 19)|0|[0, 0]|4|2
25400|(7, 3, 20)|0|[0, 0]|4|2
25401|(7, 3, 21)|1|[1, 0]|4|2
25402|(7, 3, 22)|0|[0, 0]|4|2
25403|(7, 3, 23)|0|[0, 0]|4|2
25404|(7, 3, 24)|0|[0, 0]|4|2
25405|(7, 3, 25)|0|[0, 0]|4|2
25406|(7, 3, 26)|0|[0, 0]|4|2
25407|(7, 3, 27)|0|[0, 0]|4|2
25408|(7, 3, 28)|0|[0, 0]|4|2
25409|(7, 3, 29)|0|[0, 0]|4|2
25410|(7, 3, 30)|0|[0, 0]|4|2
25411|(7, 3, 31)|0|[0, 0]|4|2
25412|(7, 3, 32)|0|[0, 0]|4|2
25413|(7, 3, 33)|0|[0, 0]|4|2
25414|(7, 3, 34)|0|[0, 0]|4|2
25415|(7, 3, 35)|0|[0, 0]|4|6
25416|(7, 3, 36)|0|[0, 0]|4|6
25417|(7, 3, 37)|0|[0, 0]|4|6
25418|(7, 3, 38)|0|[0, 0]|4|6
25419|(7, 3, 39)|0|[0, 0]|4|6
25420|(7, 3, 40)|0|[0, 0]|4|6
25421|(7, 3, 41)|0|[0, 0]|4|6
25422|(7, 3, 42)|0|[0, 0]|4|6
25423|(7, 3, 43)|0|[0, 0]|4|6
25424|(7, 3, 44)|0|[0, 0]|4|6
25425|(7, 3, 45)|0|[0, 0]|4|6
25426|(7, 3, 46)|0|[0, 0]|4|6
25427|(7, 3, 47)|0|[0, 0]|4|6
25428|(7, 3, 48)|0|[0, 0]|4|6
25429|(7, 3, 49)|0|[0, 0]|4|6
25430|(7, 3, 50)|0|[0, 0]|4|6
25431|(7, 3, 51)|0|[0, 0]|4|6
25432|(7, 3, 52)|0|[0, 0]|4|6
25433|(7, 3, 53)|0|[0, 0]|4|6
25434|(7, 3, 54)|0|[0, 0]|4|6
25435|(7, 3, 55)|0|[0, 0]|4|6
25436|(7, 3, 56)|0|[0, 0]|4|6
25437|(7, 3, 57)|0|[0, 0]|4|6
25438|(7, 3, 58)|0|[0, 0]|4|6
25439|(7, 3, 59)|0|[0, 0]|4|6
25440|(7, 4, 0)|0|[0, 0]|4|6
25441|(7, 4, 1)|0|[0, 0]|4|6
25442|(7, 4, 2)|0|[0, 0]|4|6
25443|(7, 4, 3)|0|[0, 0]|4|6
25444|(7, 4, 4)|0|[0, 0]|4|6
25445|(7, 4, 5)|0|[0, 0]|4|6
25446|(7, 4, 6)|0|[0, 0]|4|6
25447|(7, 4, 7)|0|[0, 0]|4|6
25448|(7, 4, 8)|0|[0, 0]|4|6
25449|(7, 4, 9)|0|[0, 0]|4|6
25450|(7, 4, 10)|0|[0, 0]|4|6
25451|(7, 4, 11)|0|[0, 0]|4|6
25452|(7, 4, 12)|0|[0, 0]|4|6
25453|(7, 4, 13)|0|[0, 0]|4|6
25454|(7, 4, 14)|0|[0, 0]|4|6
25455|(7, 4, 15)|0|[0, 0]|4|6
25456|(7, 4, 16)|0|[0, 0]|4|6
25457|(7, 4, 17)|0|[0, 0]|4|6
25458|(7, 4, 18)|0|[0, 0]|4|6
25459|(7, 4, 19)|0|[0, 0]|4|6
25460|(7, 4, 20)|0|[0, 0]|4|6
25461|(7, 4, 21)|0|[0, 0]|4|6
25462|(7, 4, 22)|0|[0, 0]|4|6
25463|(7, 4, 23)|0|[0, 0]|4|6
25464|(7, 4, 24)|0|[0, 0]|4|6
25465|(7, 4, 25)|0|[0, 0]|4|6
25466|(7, 4, 26)|0|[0, 0]|4|6
25467|(7, 4, 27)|0|[0, 0]|4|6
25468|(7, 4, 28)|0|[0, 0]|4|6
25469|(7, 4, 29)|0|[0, 0]|4|6
25470|(7, 4, 30)|0|[0, 0]|4|6
25471|(7, 4, 31)|0|[0, 0]|4|6
25472|(7, 4, 32)|1|[0, 1]|4|6
25473|(7, 4, 33)|0|[0, 0]|4|6
25474|(7, 4, 34)|1|[0, 1]|4|6
25475|(7, 4, 35)|0|[0, 0]|4|6
25476|(7, 4, 36)|0|[0, 0]|4|6
25477|(7, 4, 37)|0|[0, 0]|4|6
25478|(7, 4, 38)|0|[0, 0]|4|6
25479|(7, 4, 39)|0|[0, 0]|4|6
25480|(7, 4, 40)|0|[0, 0]|4|6
25481|(7, 4, 41)|0|[0, 0]|4|6
25482|(7, 4, 42)|0|[0, 0]|4|6
25483|(7, 4, 43)|0|[0, 0]|4|6
25484|(7, 4, 44)|0|[0, 0]|4|6
25485|(7, 4, 45)|0|[0, 0]|4|6
25486|(7, 4, 46)|0|[0, 0]|4|6
25487|(7, 4, 47)|0|[0, 0]|4|6
25488|(7, 4, 48)|0|[0, 0]|4|6
25489|(7, 4, 49)|0|[0, 0]|4|6
25490|(7, 4, 50)|0|[0, 0]|4|8
25491|(7, 4, 51)|0|[0, 0]|4|8
25492|(7, 4, 52)|0|[0, 0]|4|8
25493|(7, 4, 53)|0|[0, 0]|4|8
25494|(7, 4, 54)|0|[0, 0]|4|8
25495|(7, 4, 55)|0|[0, 0]|4|8
25496|(7, 4, 56)|0|[0, 0]|4|8
25497|(7, 4, 57)|0|[0, 0]|4|8
25498|(7, 4, 58)|0|[0, 0]|4|8
25499|(7, 4, 59)|0|[0, 0]|4|8
25500|(7, 5, 0)|0|[0, 0]|4|8
25501|(7, 5, 1)|0|[0, 0]|4|8
25502|(7, 5, 2)|0|[0, 0]|4|8
25503|(7, 5, 3)|0|[0, 0]|4|8
25504|(7, 5, 4)|0|[0, 0]|4|8
25505|(7, 5, 5)|0|[0, 0]|4|8
25506|(7, 5, 6)|0|[0, 0]|4|8
25507|(7, 5, 7)|0|[0, 0]|4|8
25508|(7, 5, 8)|0|[0, 0]|4|8
25509|(7, 5, 9)|0|[0, 0]|4|8
25510|(7, 5, 10)|0|[0, 0]|4|8
25511|(7, 5, 11)|0|[0, 0]|4|8
25512|(7, 5, 12)|0|[0, 0]|4|8
25513|(7, 5, 13)|0|[0, 0]|4|8
25514|(7, 5, 14)|0|[0, 0]|4|8
25515|(7, 5, 15)|0|[0, 0]|4|8
25516|(7, 5, 16)|0|[0, 0]|4|8
25517|(7, 5, 17)|0|[0, 0]|4|8
25518|(7, 5, 18)|0|[0, 0]|4|8
25519|(7, 5, 19)|0|[0, 0]|4|8
25520|(7, 5, 20)|0|[0, 0]|4|8
25521|(7, 5, 21)|0|[0, 0]|4|8
25522|(7, 5, 22)|0|[0, 0]|4|8
25523|(7, 5, 23)|0|[0, 0]|4|8
25524|(7, 5, 24)|1|[1, 0]|4|8
25525|(7, 5, 25)|0|[0, 0]|4|8
25526|(7, 5, 26)|0|[0, 0]|4|8
25527|(7, 5, 27)|0|[0, 0]|4|8
25528|(7, 5, 28)|0|[0, 0]|4|8
25529|(7, 5, 29)|0|[0, 0]|4|8
25530|(7, 5, 30)|0|[0, 0]|4|8
25531|(7, 5, 31)|0|[0, 0]|4|8
25532|(7, 5, 32)|0|[0, 0]|4|8
25533|(7, 5, 33)|0|[0, 0]|4|8
25534|(7, 5, 34)|0|[0, 0]|4|8
25535|(7, 5, 35)|0|[0, 0]|4|8
25536|(7, 5, 36)|0|[0, 0]|4|8
25537|(7, 5, 37)|0|[0, 0]|4|8
25538|(7, 5, 38)|0|[0, 0]|4|8
25539|(7, 5, 39)|0|[0, 0]|4|8
25540|(7, 5, 40)|0|[0, 0]|4|8
25541|(7, 5, 41)|0|[0, 0]|4|8
25542|(7, 5, 42)|0|[0, 0]|4|8
25543|(7, 5, 43)|0|[0, 0]|4|8
25544|(7, 5, 44)|0|[0, 0]|4|8
25545|(7, 5, 45)|0|[0, 0]|4|8
25546|(7, 5, 46)|0|[0, 0]|4|8
25547|(7, 5, 47)|0|[0, 0]|4|8
25548|(7, 5, 48)|0|[0, 0]|4|8
25549|(7, 5, 49)|0|[0, 0]|4|8
25550|(7, 5, 50)|0|[0, 0]|4|8
25551|(7, 5, 51)|0|[0, 0]|4|8
25552|(7, 5, 52)|0|[0, 0]|4|8
25553|(7, 5, 53)|0|[0, 0]|4|8
25554|(7, 5, 54)|0|[0, 0]|4|8
25555|(7, 5, 55)|0|[0, 0]|4|8
25556|(7, 5, 56)|0|[0, 0]|4|8
25557|(7, 5, 57)|0|[0, 0]|4|8
25558|(7, 5, 58)|0|[0, 0]|4|8
25559|(7, 5, 59)|0|[0, 0]|4|8
25560|(7, 6, 0)|0|[0, 0]|4|8
25561|(7, 6, 1)|0|[0, 0]|4|8
25562|(7, 6, 2)|0|[0, 0]|4|8
25563|(7, 6, 3)|0|[0, 0]|4|8
25564|(7, 6, 4)|0|[0, 0]|4|8
25565|(7, 6, 5)|0|[0, 0]|4|8
25566|(7, 6, 6)|0|[0, 0]|4|8
25567|(7, 6, 7)|1|[1, 0]|4|8
25568|(7, 6, 8)|0|[1, 0]|4|8
25569|(7, 6, 9)|0|[1, 0]|4|8
25570|(7, 6, 10)|0|[1, 0]|4|8
25571|(7, 6, 11)|0|[1, 0]|4|8
25572|(7, 6, 12)|0|[1, 0]|4|8
25573|(7, 6, 13)|0|[1, 0]|4|8
25574|(7, 6, 14)|0|[1, 0]|4|8
25575|(7, 6, 15)|0|[1, 0]|4|8
25576|(7, 6, 16)|0|[1, 0]|4|8
25577|(7, 6, 17)|1|[2, 0]|4|8
25578|(7, 6, 18)|0|[2, 0]|4|8
25579|(7, 6, 19)|0|[2, 0]|4|8
25580|(7, 6, 20)|1|[2, 1]|4|8
25581|(7, 6, 21)|0|[2, 1]|4|8
25582|(7, 6, 22)|0|[2, 1]|4|8
25583|(7, 6, 23)|0|[2, 1]|4|8
25584|(7, 6, 24)|0|[2, 1]|4|8
25585|(7, 6, 25)|0|[2, 1]|4|8
25586|(7, 6, 26)|0|[2, 1]|4|8
25587|(7, 6, 27)|0|[2, 1]|4|8
25588|(7, 6, 28)|0|[2, 1]|4|8
25589|(7, 6, 29)|0|[2, 1]|4|8
25590|(7, 6, 30)|0|[2, 1]|4|8
25591|(7, 6, 31)|0|[2, 1]|4|8
25592|(7, 6, 32)|0|[2, 1]|4|8
25593|(7, 6, 33)|0|[2, 1]|4|8
25594|(7, 6, 34)|0|[2, 1]|4|8
25595|(7, 6, 35)|0|[2, 1]|4|8
25596|(7, 6, 36)|0|[2, 1]|4|8
25597|(7, 6, 37)|0|[2, 1]|4|8
25598|(7, 6, 38)|0|[2, 1]|4|8
25599|(7, 6, 39)|0|[2, 1]|4|8
25600|(7, 6, 40)|0|[2, 1]|4|8
25601|(7, 6, 41)|0|[2, 1]|4|8
25602|(7, 6, 42)|0|[2, 1]|4|8
25603|(7, 6, 43)|0|[2, 1]|4|8
25604|(7, 6, 44)|1|[2, 2]|4|8
25605|(7, 6, 45)|0|[2, 2]|4|8
25606|(7, 6, 46)|0|[2, 2]|4|8
25607|(7, 6, 47)|0|[2, 2]|4|8
25608|(7, 6, 48)|0|[2, 2]|4|8
25609|(7, 6, 49)|0|[2, 2]|4|8
25610|(7, 6, 50)|0|[2, 2]|4|8
25611|(7, 6, 51)|0|[2, 2]|4|8
25612|(7, 6, 52)|0|[2, 2]|4|8
25613|(7, 6, 53)|0|[2, 2]|4|8
25614|(7, 6, 54)|0|[2, 2]|4|8
25615|(7, 6, 55)|0|[2, 2]|4|8
25616|(7, 6, 56)|0|[2, 2]|4|8
25617|(7, 6, 57)|1|[2, 3]|4|8
25618|(7, 6, 58)|0|[2, 3]|4|8
25619|(7, 6, 59)|0|[2, 3]|4|8
25620|(7, 7, 0)|0|[2, 3]|4|8
25621|(7, 7, 1)|0|[2, 3]|4|8
25622|(7, 7, 2)|0|[2, 3]|4|8
25623|(7, 7, 3)|0|[2, 3]|4|8
25624|(7, 7, 4)|0|[2, 3]|4|8
25625|(7, 7, 5)|0|[2, 3]|4|8
25626|(7, 7, 6)|0|[2, 3]|4|8
25627|(7, 7, 7)|0|[2, 3]|4|8
25628|(7, 7, 8)|0|[2, 3]|4|8
25629|(7, 7, 9)|0|[2, 3]|4|8
25630|(7, 7, 10)|0|[2, 3]|4|8
25631|(7, 7, 11)|0|[2, 3]|4|8
25632|(7, 7, 12)|0|[2, 3]|4|8
25633|(7, 7, 13)|0|[2, 3]|4|8
25634|(7, 7, 14)|0|[2, 3]|4|8
