Symulation time|Real time|People who come|People in queue(first/second)|People who left|Transported People 
40148|(11, 9, 8)|0|[3, 0]|148|273
40149|(11, 9, 9)|0|[3, 0]|148|273
40150|(11, 9, 10)|0|[3, 0]|148|273
40151|(11, 9, 11)|0|[3, 0]|148|273
40152|(11, 9, 12)|0|[3, 0]|148|273
40153|(11, 9, 13)|0|[3, 0]|148|273
40154|(11, 9, 14)|0|[3, 0]|148|273
40155|(11, 9, 15)|0|[3, 0]|148|273
40156|(11, 9, 16)|0|[3, 0]|148|273
40157|(11, 9, 17)|0|[3, 0]|148|273
40158|(11, 9, 18)|0|[3, 0]|148|273
40159|(11, 9, 19)|0|[3, 0]|148|273
40160|(11, 9, 20)|0|[3, 0]|148|273
40161|(11, 9, 21)|0|[3, 0]|148|273
40162|(11, 9, 22)|0|[3, 0]|148|273
40163|(11, 9, 23)|0|[3, 0]|148|273
40164|(11, 9, 24)|0|[3, 0]|148|273
40165|(11, 9, 25)|0|[3, 0]|148|273
40166|(11, 9, 26)|0|[3, 0]|148|273
40167|(11, 9, 27)|0|[3, 0]|148|273
40168|(11, 9, 28)|0|[3, 0]|148|273
40169|(11, 9, 29)|0|[3, 0]|148|273
40170|(11, 9, 30)|0|[3, 0]|148|273
40171|(11, 9, 31)|0|[3, 0]|148|273
40172|(11, 9, 32)|0|[3, 0]|148|273
40173|(11, 9, 33)|0|[3, 0]|148|273
40174|(11, 9, 34)|0|[3, 0]|148|273
40175|(11, 9, 35)|0|[3, 0]|148|273
40176|(11, 9, 36)|0|[3, 0]|148|273
40177|(11, 9, 37)|0|[3, 0]|148|273
40178|(11, 9, 38)|0|[3, 0]|148|273
40179|(11, 9, 39)|1|[3, 1]|148|273
40180|(11, 9, 40)|0|[3, 1]|148|273
40181|(11, 9, 41)|0|[3, 1]|148|273
40182|(11, 9, 42)|0|[3, 1]|148|273
40183|(11, 9, 43)|0|[3, 1]|148|273
40184|(11, 9, 44)|0|[2, 1]|149|273
40185|(11, 9, 45)|0|[2, 1]|149|273
40186|(11, 9, 46)|0|[2, 1]|149|273
40187|(11, 9, 47)|0|[2, 1]|149|273
40188|(11, 9, 48)|0|[2, 1]|149|273
40189|(11, 9, 49)|0|[2, 1]|149|273
40190|(11, 9, 50)|0|[2, 1]|149|273
40191|(11, 9, 51)|0|[2, 1]|149|273
40192|(11, 9, 52)|0|[2, 1]|149|273
40193|(11, 9, 53)|0|[2, 1]|149|273
40194|(11, 9, 54)|0|[2, 1]|149|273
40195|(11, 9, 55)|0|[2, 1]|149|273
40196|(11, 9, 56)|0|[2, 1]|149|273
40197|(11, 9, 57)|0|[2, 1]|149|273
40198|(11, 9, 58)|0|[2, 1]|149|273
40199|(11, 9, 59)|0|[2, 1]|149|273
40200|(11, 10, 0)|0|[2, 1]|149|273
40201|(11, 10, 1)|0|[2, 1]|149|273
40202|(11, 10, 2)|1|[3, 1]|149|273
40203|(11, 10, 3)|0|[3, 1]|149|273
40204|(11, 10, 4)|0|[3, 1]|149|273
40205|(11, 10, 5)|0|[3, 1]|149|273
40206|(11, 10, 6)|0|[3, 1]|149|273
40207|(11, 10, 7)|0|[3, 1]|149|273
40208|(11, 10, 8)|0|[3, 1]|149|273
40209|(11, 10, 9)|0|[3, 1]|149|273
40210|(11, 10, 10)|0|[3, 1]|149|273
40211|(11, 10, 11)|0|[3, 1]|149|273
40212|(11, 10, 12)|0|[3, 1]|149|273
40213|(11, 10, 13)|0|[3, 1]|149|273
40214|(11, 10, 14)|0|[3, 1]|149|273
40215|(11, 10, 15)|0|[3, 1]|149|273
40216|(11, 10, 16)|0|[3, 1]|149|273
40217|(11, 10, 17)|0|[3, 1]|149|273
40218|(11, 10, 18)|0|[2, 1]|150|273
40219|(11, 10, 19)|0|[2, 1]|150|273
40220|(11, 10, 20)|0|[2, 1]|150|273
40221|(11, 10, 21)|0|[2, 1]|150|273
40222|(11, 10, 22)|0|[2, 1]|150|273
40223|(11, 10, 23)|0|[2, 1]|150|273
40224|(11, 10, 24)|0|[2, 1]|150|273
40225|(11, 10, 25)|0|[2, 1]|150|273
40226|(11, 10, 26)|0|[2, 1]|150|273
40227|(11, 10, 27)|0|[2, 1]|150|273
40228|(11, 10, 28)|0|[2, 1]|150|273
40229|(11, 10, 29)|0|[2, 1]|150|273
40230|(11, 10, 30)|0|[2, 1]|150|273
40231|(11, 10, 31)|0|[2, 1]|150|273
40232|(11, 10, 32)|0|[2, 1]|150|273
40233|(11, 10, 33)|0|[2, 1]|150|273
40234|(11, 10, 34)|0|[1, 1]|151|273
40235|(11, 10, 35)|0|[1, 1]|151|273
40236|(11, 10, 36)|0|[1, 1]|151|273
40237|(11, 10, 37)|0|[1, 1]|151|273
40238|(11, 10, 38)|0|[1, 1]|151|273
40239|(11, 10, 39)|0|[1, 1]|151|273
40240|(11, 10, 40)|0|[1, 1]|151|273
40241|(11, 10, 41)|0|[1, 1]|151|273
40242|(11, 10, 42)|0|[1, 1]|151|273
40243|(11, 10, 43)|2|[2, 2]|151|273
40244|(11, 10, 44)|0|[2, 2]|151|273
40245|(11, 10, 45)|0|[2, 2]|151|273
40246|(11, 10, 46)|0|[2, 2]|151|273
40247|(11, 10, 47)|0|[2, 2]|151|273
40248|(11, 10, 48)|0|[2, 2]|151|273
40249|(11, 10, 49)|0|[2, 2]|151|273
40250|(11, 10, 50)|0|[2, 2]|151|273
40251|(11, 10, 51)|0|[2, 2]|151|273
40252|(11, 10, 52)|0|[2, 2]|151|273
40253|(11, 10, 53)|0|[2, 2]|151|273
40254|(11, 10, 54)|0|[2, 2]|151|273
40255|(11, 10, 55)|0|[2, 2]|151|273
40256|(11, 10, 56)|0|[2, 1]|152|273
40257|(11, 10, 57)|0|[2, 1]|152|273
40258|(11, 10, 58)|0|[2, 1]|152|273
40259|(11, 10, 59)|0|[2, 1]|152|273
40260|(11, 11, 0)|0|[2, 1]|152|273
40261|(11, 11, 1)|0|[2, 1]|152|273
40262|(11, 11, 2)|0|[2, 1]|152|273
40263|(11, 11, 3)|0|[2, 1]|152|273
40264|(11, 11, 4)|0|[2, 1]|152|273
40265|(11, 11, 5)|0|[2, 1]|152|273
40266|(11, 11, 6)|0|[2, 1]|152|273
40267|(11, 11, 7)|0|[2, 1]|152|273
40268|(11, 11, 8)|0|[2, 1]|152|273
40269|(11, 11, 9)|0|[2, 1]|152|273
40270|(11, 11, 10)|0|[2, 1]|152|273
40271|(11, 11, 11)|0|[2, 1]|152|273
40272|(11, 11, 12)|0|[2, 1]|152|273
40273|(11, 11, 13)|0|[2, 1]|152|273
40274|(11, 11, 14)|0|[2, 1]|152|273
40275|(11, 11, 15)|0|[2, 1]|152|273
40276|(11, 11, 16)|0|[2, 1]|152|273
40277|(11, 11, 17)|0|[2, 1]|152|273
40278|(11, 11, 18)|0|[2, 1]|152|273
40279|(11, 11, 19)|0|[2, 1]|152|273
40280|(11, 11, 20)|0|[2, 1]|152|273
40281|(11, 11, 21)|0|[2, 1]|152|273
40282|(11, 11, 22)|0|[1, 1]|153|273
40283|(11, 11, 23)|0|[1, 1]|153|273
40284|(11, 11, 24)|0|[1, 1]|153|273
40285|(11, 11, 25)|0|[1, 1]|153|273
40286|(11, 11, 26)|0|[1, 1]|153|273
40287|(11, 11, 27)|0|[1, 1]|153|273
40288|(11, 11, 28)|0|[1, 1]|153|273
40289|(11, 11, 29)|0|[1, 1]|153|273
40290|(11, 11, 30)|0|[1, 1]|153|273
40291|(11, 11, 31)|0|[1, 1]|153|273
40292|(11, 11, 32)|0|[1, 1]|153|273
40293|(11, 11, 33)|0|[1, 1]|153|275
40294|(11, 11, 34)|0|[1, 1]|153|275
40295|(11, 11, 35)|0|[0, 0]|153|275
40296|(11, 11, 36)|0|[0, 0]|153|275
40297|(11, 11, 37)|0|[0, 0]|153|275
40298|(11, 11, 38)|0|[0, 0]|153|275
40299|(11, 11, 39)|0|[0, 0]|153|275
40300|(11, 11, 40)|1|[1, 0]|153|275
40301|(11, 11, 41)|0|[0, 0]|153|275
40302|(11, 11, 42)|0|[0, 0]|153|275
40303|(11, 11, 43)|0|[0, 0]|153|275
40304|(11, 11, 44)|0|[0, 0]|153|275
40305|(11, 11, 45)|0|[0, 0]|153|275
40306|(11, 11, 46)|0|[0, 0]|153|275
40307|(11, 11, 47)|0|[0, 0]|153|275
40308|(11, 11, 48)|1|[1, 0]|153|275
40309|(11, 11, 49)|0|[0, 0]|153|275
40310|(11, 11, 50)|0|[0, 0]|153|275
40311|(11, 11, 51)|0|[0, 0]|153|279
40312|(11, 11, 52)|1|[1, 0]|153|279
40313|(11, 11, 53)|0|[0, 0]|153|279
40314|(11, 11, 54)|0|[0, 0]|153|279
40315|(11, 11, 55)|0|[0, 0]|153|279
40316|(11, 11, 56)|0|[0, 0]|153|279
40317|(11, 11, 57)|0|[0, 0]|153|279
40318|(11, 11, 58)|0|[0, 0]|153|279
40319|(11, 11, 59)|0|[0, 0]|153|279
40320|(11, 12, 0)|0|[0, 0]|153|279
40321|(11, 12, 1)|0|[0, 0]|153|279
40322|(11, 12, 2)|0|[0, 0]|153|279
40323|(11, 12, 3)|0|[0, 0]|153|279
40324|(11, 12, 4)|0|[0, 0]|153|279
40325|(11, 12, 5)|0|[0, 0]|153|279
40326|(11, 12, 6)|0|[0, 0]|153|279
40327|(11, 12, 7)|0|[0, 0]|153|279
40328|(11, 12, 8)|1|[0, 1]|153|279
40329|(11, 12, 9)|0|[0, 0]|153|279
40330|(11, 12, 10)|0|[0, 0]|153|279
40331|(11, 12, 11)|0|[0, 0]|153|279
40332|(11, 12, 12)|0|[0, 0]|153|279
40333|(11, 12, 13)|0|[0, 0]|153|279
40334|(11, 12, 14)|0|[0, 0]|153|279
40335|(11, 12, 15)|0|[0, 0]|153|279
40336|(11, 12, 16)|0|[0, 0]|153|279
40337|(11, 12, 17)|0|[0, 0]|153|279
40338|(11, 12, 18)|0|[0, 0]|153|279
40339|(11, 12, 19)|0|[0, 0]|153|279
40340|(11, 12, 20)|0|[0, 0]|153|279
40341|(11, 12, 21)|0|[0, 0]|153|279
40342|(11, 12, 22)|0|[0, 0]|153|279
40343|(11, 12, 23)|0|[0, 0]|153|279
40344|(11, 12, 24)|0|[0, 0]|153|279
40345|(11, 12, 25)|0|[0, 0]|153|279
40346|(11, 12, 26)|0|[0, 0]|153|279
40347|(11, 12, 27)|0|[0, 0]|153|279
40348|(11, 12, 28)|0|[0, 0]|153|279
40349|(11, 12, 29)|0|[0, 0]|153|279
40350|(11, 12, 30)|0|[0, 0]|153|279
40351|(11, 12, 31)|0|[0, 0]|153|279
40352|(11, 12, 32)|0|[0, 0]|153|279
40353|(11, 12, 33)|0|[0, 0]|153|279
40354|(11, 12, 34)|0|[0, 0]|153|279
40355|(11, 12, 35)|0|[0, 0]|153|279
40356|(11, 12, 36)|0|[0, 0]|153|279
40357|(11, 12, 37)|0|[0, 0]|153|279
40358|(11, 12, 38)|0|[0, 0]|153|279
40359|(11, 12, 39)|0|[0, 0]|153|279
40360|(11, 12, 40)|0|[0, 0]|153|279
40361|(11, 12, 41)|0|[0, 0]|153|279
40362|(11, 12, 42)|0|[0, 0]|153|279
40363|(11, 12, 43)|0|[0, 0]|153|279
40364|(11, 12, 44)|0|[0, 0]|153|279
40365|(11, 12, 45)|0|[0, 0]|153|279
40366|(11, 12, 46)|0|[0, 0]|153|279
40367|(11, 12, 47)|0|[0, 0]|153|279
40368|(11, 12, 48)|0|[0, 0]|153|279
40369|(11, 12, 49)|0|[0, 0]|153|279
40370|(11, 12, 50)|0|[0, 0]|153|279
40371|(11, 12, 51)|0|[0, 0]|153|279
40372|(11, 12, 52)|0|[0, 0]|153|279
40373|(11, 12, 53)|0|[0, 0]|153|279
40374|(11, 12, 54)|0|[0, 0]|153|279
40375|(11, 12, 55)|0|[0, 0]|153|279
40376|(11, 12, 56)|0|[0, 0]|153|279
40377|(11, 12, 57)|0|[0, 0]|153|279
40378|(11, 12, 58)|0|[0, 0]|153|279
40379|(11, 12, 59)|0|[0, 0]|153|279
40380|(11, 13, 0)|0|[0, 0]|153|279
40381|(11, 13, 1)|0|[0, 0]|153|279
40382|(11, 13, 2)|0|[0, 0]|153|279
40383|(11, 13, 3)|0|[0, 0]|153|279
40384|(11, 13, 4)|0|[0, 0]|153|279
40385|(11, 13, 5)|0|[0, 0]|153|279
40386|(11, 13, 6)|0|[0, 0]|153|279
40387|(11, 13, 7)|0|[0, 0]|153|279
40388|(11, 13, 8)|0|[0, 0]|153|279
40389|(11, 13, 9)|0|[0, 0]|153|279
40390|(11, 13, 10)|0|[0, 0]|153|279
40391|(11, 13, 11)|0|[0, 0]|153|279
40392|(11, 13, 12)|0|[0, 0]|153|279
40393|(11, 13, 13)|0|[0, 0]|153|279
40394|(11, 13, 14)|0|[0, 0]|153|279
40395|(11, 13, 15)|0|[0, 0]|153|279
40396|(11, 13, 16)|0|[0, 0]|153|279
40397|(11, 13, 17)|0|[0, 0]|153|279
40398|(11, 13, 18)|0|[0, 0]|153|279
40399|(11, 13, 19)|0|[0, 0]|153|279
40400|(11, 13, 20)|0|[0, 0]|153|279
40401|(11, 13, 21)|0|[0, 0]|153|279
40402|(11, 13, 22)|0|[0, 0]|153|279
40403|(11, 13, 23)|1|[1, 0]|153|279
40404|(11, 13, 24)|0|[1, 0]|153|279
40405|(11, 13, 25)|0|[1, 0]|153|279
40406|(11, 13, 26)|1|[1, 1]|153|279
40407|(11, 13, 27)|0|[1, 1]|153|279
40408|(11, 13, 28)|0|[1, 1]|153|279
40409|(11, 13, 29)|0|[1, 1]|153|279
40410|(11, 13, 30)|0|[1, 1]|153|279
40411|(11, 13, 31)|0|[1, 1]|153|279
40412|(11, 13, 32)|0|[1, 1]|153|279
40413|(11, 13, 33)|0|[1, 1]|153|279
40414|(11, 13, 34)|0|[1, 1]|153|279
40415|(11, 13, 35)|0|[1, 1]|153|279
40416|(11, 13, 36)|0|[1, 1]|153|279
40417|(11, 13, 37)|1|[2, 1]|153|279
40418|(11, 13, 38)|0|[2, 1]|153|279
40419|(11, 13, 39)|0|[2, 1]|153|279
40420|(11, 13, 40)|0|[2, 1]|153|279
40421|(11, 13, 41)|0|[2, 1]|153|279
40422|(11, 13, 42)|0|[2, 1]|153|279
40423|(11, 13, 43)|0|[2, 1]|153|279
40424|(11, 13, 44)|0|[2, 1]|153|279
40425|(11, 13, 45)|0|[2, 1]|153|279
40426|(11, 13, 46)|0|[2, 1]|153|279
40427|(11, 13, 47)|0|[2, 1]|153|279
40428|(11, 13, 48)|0|[2, 1]|153|279
40429|(11, 13, 49)|0|[2, 1]|153|279
40430|(11, 13, 50)|1|[3, 1]|153|279
40431|(11, 13, 51)|0|[3, 1]|153|279
40432|(11, 13, 52)|0|[3, 1]|153|279
40433|(11, 13, 53)|0|[3, 1]|153|279
40434|(11, 13, 54)|0|[3, 1]|153|279
40435|(11, 13, 55)|0|[3, 1]|153|279
40436|(11, 13, 56)|0|[3, 1]|153|279
40437|(11, 13, 57)|0|[3, 1]|153|279
40438|(11, 13, 58)|0|[3, 1]|153|279
40439|(11, 13, 59)|0|[3, 1]|153|279
40440|(11, 14, 0)|0|[3, 1]|153|279
40441|(11, 14, 1)|0|[3, 1]|153|279
40442|(11, 14, 2)|0|[3, 1]|153|279
40443|(11, 14, 3)|0|[3, 1]|153|279
40444|(11, 14, 4)|0|[3, 1]|153|279
40445|(11, 14, 5)|0|[3, 1]|153|279
40446|(11, 14, 6)|0|[3, 1]|153|279
40447|(11, 14, 7)|0|[3, 1]|153|279
40448|(11, 14, 8)|0|[3, 1]|153|279
40449|(11, 14, 9)|0|[3, 1]|153|279
40450|(11, 14, 10)|0|[3, 1]|153|279
40451|(11, 14, 11)|0|[3, 1]|153|279
40452|(11, 14, 12)|0|[3, 1]|153|279
40453|(11, 14, 13)|0|[3, 1]|153|279
40454|(11, 14, 14)|0|[3, 1]|153|279
40455|(11, 14, 15)|0|[3, 1]|153|279
40456|(11, 14, 16)|0|[3, 1]|153|279
40457|(11, 14, 17)|0|[3, 1]|153|279
40458|(11, 14, 18)|0|[3, 1]|153|279
40459|(11, 14, 19)|0|[3, 1]|153|279
40460|(11, 14, 20)|0|[3, 1]|153|279
40461|(11, 14, 21)|0|[3, 1]|153|279
40462|(11, 14, 22)|0|[3, 1]|153|279
40463|(11, 14, 23)|0|[3, 1]|153|279
40464|(11, 14, 24)|1|[4, 1]|153|279
40465|(11, 14, 25)|0|[4, 1]|153|279
40466|(11, 14, 26)|0|[4, 1]|153|279
40467|(11, 14, 27)|0|[4, 1]|153|279
40468|(11, 14, 28)|0|[4, 1]|153|279
40469|(11, 14, 29)|0|[4, 1]|153|279
40470|(11, 14, 30)|0|[4, 1]|153|279
40471|(11, 14, 31)|1|[4, 2]|153|279
40472|(11, 14, 32)|0|[4, 2]|153|279
40473|(11, 14, 33)|0|[4, 2]|153|279
40474|(11, 14, 34)|0|[4, 2]|153|279
40475|(11, 14, 35)|0|[4, 2]|153|279
40476|(11, 14, 36)|0|[4, 2]|153|279
40477|(11, 14, 37)|0|[4, 2]|153|279
40478|(11, 14, 38)|0|[4, 2]|153|279
40479|(11, 14, 39)|0|[4, 2]|153|279
40480|(11, 14, 40)|0|[4, 2]|153|279
40481|(11, 14, 41)|0|[4, 2]|153|279
40482|(11, 14, 42)|0|[4, 2]|153|279
40483|(11, 14, 43)|0|[4, 2]|153|279
40484|(11, 14, 44)|1|[5, 2]|153|279
40485|(11, 14, 45)|0|[5, 2]|153|279
40486|(11, 14, 46)|0|[5, 2]|153|279
40487|(11, 14, 47)|0|[5, 2]|153|279
40488|(11, 14, 48)|0|[5, 2]|153|279
40489|(11, 14, 49)|0|[5, 2]|153|279
40490|(11, 14, 50)|0|[5, 2]|153|279
40491|(11, 14, 51)|0|[5, 2]|153|279
40492|(11, 14, 52)|0|[5, 2]|153|279
40493|(11, 14, 53)|0|[5, 2]|153|279
40494|(11, 14, 54)|0|[5, 2]|153|279
40495|(11, 14, 55)|0|[4, 2]|154|279
40496|(11, 14, 56)|0|[4, 2]|154|279
40497|(11, 14, 57)|0|[4, 2]|154|279
40498|(11, 14, 58)|0|[4, 2]|154|279
40499|(11, 14, 59)|0|[4, 2]|154|279
40500|(11, 15, 0)|1|[4, 3]|154|279
40501|(11, 15, 1)|0|[4, 3]|154|279
40502|(11, 15, 2)|0|[4, 3]|154|279
40503|(11, 15, 3)|0|[4, 3]|154|279
40504|(11, 15, 4)|0|[4, 3]|154|279
40505|(11, 15, 5)|0|[4, 2]|155|279
40506|(11, 15, 6)|0|[3, 2]|156|279
40507|(11, 15, 7)|0|[3, 2]|156|279
40508|(11, 15, 8)|0|[3, 2]|156|279
40509|(11, 15, 9)|0|[3, 2]|156|281
40510|(11, 15, 10)|0|[3, 2]|156|281
40511|(11, 15, 11)|0|[0, 0]|156|281
40512|(11, 15, 12)|0|[0, 0]|156|281
40513|(11, 15, 13)|0|[0, 0]|156|281
40514|(11, 15, 14)|0|[0, 0]|156|281
40515|(11, 15, 15)|0|[0, 0]|156|281
40516|(11, 15, 16)|0|[0, 0]|156|281
40517|(11, 15, 17)|0|[0, 0]|156|281
40518|(11, 15, 18)|0|[0, 0]|156|281
40519|(11, 15, 19)|0|[0, 0]|156|281
40520|(11, 15, 20)|0|[0, 0]|156|281
40521|(11, 15, 21)|0|[0, 0]|156|281
40522|(11, 15, 22)|0|[0, 0]|156|281
40523|(11, 15, 23)|0|[0, 0]|156|281
40524|(11, 15, 24)|0|[0, 0]|156|281
40525|(11, 15, 25)|0|[0, 0]|156|281
40526|(11, 15, 26)|0|[0, 0]|156|281
40527|(11, 15, 27)|0|[0, 0]|156|281
40528|(11, 15, 28)|0|[0, 0]|156|286
40529|(11, 15, 29)|1|[0, 1]|156|286
40530|(11, 15, 30)|0|[0, 0]|156|286
40531|(11, 15, 31)|0|[0, 0]|156|286
40532|(11, 15, 32)|0|[0, 0]|156|286
40533|(11, 15, 33)|0|[0, 0]|156|286
40534|(11, 15, 34)|0|[0, 0]|156|286
40535|(11, 15, 35)|0|[0, 0]|156|286
40536|(11, 15, 36)|0|[0, 0]|156|286
40537|(11, 15, 37)|0|[0, 0]|156|286
40538|(11, 15, 38)|0|[0, 0]|156|286
40539|(11, 15, 39)|0|[0, 0]|156|286
40540|(11, 15, 40)|0|[0, 0]|156|286
40541|(11, 15, 41)|0|[0, 0]|156|286
40542|(11, 15, 42)|0|[0, 0]|156|286
40543|(11, 15, 43)|0|[0, 0]|156|286
40544|(11, 15, 44)|0|[0, 0]|156|286
40545|(11, 15, 45)|0|[0, 0]|156|286
40546|(11, 15, 46)|0|[0, 0]|156|287
40547|(11, 15, 47)|0|[0, 0]|156|287
40548|(11, 15, 48)|0|[0, 0]|156|287
40549|(11, 15, 49)|0|[0, 0]|156|287
40550|(11, 15, 50)|0|[0, 0]|156|287
40551|(11, 15, 51)|0|[0, 0]|156|287
40552|(11, 15, 52)|0|[0, 0]|156|287
40553|(11, 15, 53)|0|[0, 0]|156|287
40554|(11, 15, 54)|0|[0, 0]|156|287
40555|(11, 15, 55)|0|[0, 0]|156|287
40556|(11, 15, 56)|0|[0, 0]|156|287
40557|(11, 15, 57)|0|[0, 0]|156|287
40558|(11, 15, 58)|0|[0, 0]|156|287
40559|(11, 15, 59)|0|[0, 0]|156|287
40560|(11, 16, 0)|0|[0, 0]|156|287
40561|(11, 16, 1)|1|[0, 1]|156|287
40562|(11, 16, 2)|0|[0, 0]|156|287
40563|(11, 16, 3)|0|[0, 0]|156|287
40564|(11, 16, 4)|0|[0, 0]|156|287
40565|(11, 16, 5)|0|[0, 0]|156|287
40566|(11, 16, 6)|0|[0, 0]|156|287
40567|(11, 16, 7)|0|[0, 0]|156|287
40568|(11, 16, 8)|0|[0, 0]|156|287
40569|(11, 16, 9)|1|[1, 0]|156|287
40570|(11, 16, 10)|0|[0, 0]|156|287
40571|(11, 16, 11)|0|[0, 0]|156|287
40572|(11, 16, 12)|0|[0, 0]|156|287
40573|(11, 16, 13)|0|[0, 0]|156|287
40574|(11, 16, 14)|0|[0, 0]|156|287
40575|(11, 16, 15)|0|[0, 0]|156|287
40576|(11, 16, 16)|0|[0, 0]|156|287
40577|(11, 16, 17)|0|[0, 0]|156|287
40578|(11, 16, 18)|0|[0, 0]|156|289
40579|(11, 16, 19)|0|[0, 0]|156|289
40580|(11, 16, 20)|0|[0, 0]|156|289
40581|(11, 16, 21)|0|[0, 0]|156|289
40582|(11, 16, 22)|0|[0, 0]|156|289
40583|(11, 16, 23)|0|[0, 0]|156|289
40584|(11, 16, 24)|0|[0, 0]|156|289
40585|(11, 16, 25)|0|[0, 0]|156|289
40586|(11, 16, 26)|0|[0, 0]|156|289
40587|(11, 16, 27)|0|[0, 0]|156|289
40588|(11, 16, 28)|0|[0, 0]|156|289
40589|(11, 16, 29)|0|[0, 0]|156|289
40590|(11, 16, 30)|0|[0, 0]|156|289
40591|(11, 16, 31)|0|[0, 0]|156|289
40592|(11, 16, 32)|0|[0, 0]|156|289
40593|(11, 16, 33)|0|[0, 0]|156|289
40594|(11, 16, 34)|0|[0, 0]|156|289
40595|(11, 16, 35)|0|[0, 0]|156|289
40596|(11, 16, 36)|1|[0, 1]|156|289
40597|(11, 16, 37)|0|[0, 0]|156|289
40598|(11, 16, 38)|0|[0, 0]|156|289
40599|(11, 16, 39)|0|[0, 0]|156|289
40600|(11, 16, 40)|0|[0, 0]|156|289
40601|(11, 16, 41)|0|[0, 0]|156|289
40602|(11, 16, 42)|0|[0, 0]|156|289
40603|(11, 16, 43)|1|[1, 0]|156|289
40604|(11, 16, 44)|0|[0, 0]|156|289
40605|(11, 16, 45)|0|[0, 0]|156|289
40606|(11, 16, 46)|0|[0, 0]|156|289
40607|(11, 16, 47)|0|[0, 0]|156|289
40608|(11, 16, 48)|0|[0, 0]|156|289
40609|(11, 16, 49)|0|[0, 0]|156|289
40610|(11, 16, 50)|0|[0, 0]|156|289
40611|(11, 16, 51)|0|[0, 0]|156|289
40612|(11, 16, 52)|0|[0, 0]|156|289
40613|(11, 16, 53)|0|[0, 0]|156|291
40614|(11, 16, 54)|0|[0, 0]|156|291
40615|(11, 16, 55)|0|[0, 0]|156|291
40616|(11, 16, 56)|0|[0, 0]|156|291
40617|(11, 16, 57)|0|[0, 0]|156|291
40618|(11, 16, 58)|0|[0, 0]|156|291
40619|(11, 16, 59)|0|[0, 0]|156|291
40620|(11, 17, 0)|0|[0, 0]|156|291
40621|(11, 17, 1)|0|[0, 0]|156|291
40622|(11, 17, 2)|0|[0, 0]|156|291
40623|(11, 17, 3)|0|[0, 0]|156|291
40624|(11, 17, 4)|0|[0, 0]|156|291
40625|(11, 17, 5)|0|[0, 0]|156|291
40626|(11, 17, 6)|0|[0, 0]|156|291
40627|(11, 17, 7)|0|[0, 0]|156|291
40628|(11, 17, 8)|0|[0, 0]|156|291
40629|(11, 17, 9)|0|[0, 0]|156|291
40630|(11, 17, 10)|0|[0, 0]|156|291
40631|(11, 17, 11)|0|[0, 0]|156|291
40632|(11, 17, 12)|0|[0, 0]|156|291
40633|(11, 17, 13)|0|[0, 0]|156|291
40634|(11, 17, 14)|0|[0, 0]|156|291
40635|(11, 17, 15)|0|[0, 0]|156|291
40636|(11, 17, 16)|0|[0, 0]|156|291
40637|(11, 17, 17)|0|[0, 0]|156|291
40638|(11, 17, 18)|0|[0, 0]|156|291
40639|(11, 17, 19)|0|[0, 0]|156|291
40640|(11, 17, 20)|0|[0, 0]|156|291
40641|(11, 17, 21)|0|[0, 0]|156|291
40642|(11, 17, 22)|0|[0, 0]|156|291
40643|(11, 17, 23)|0|[0, 0]|156|291
40644|(11, 17, 24)|0|[0, 0]|156|291
40645|(11, 17, 25)|0|[0, 0]|156|291
40646|(11, 17, 26)|0|[0, 0]|156|291
40647|(11, 17, 27)|0|[0, 0]|156|291
40648|(11, 17, 28)|1|[1, 0]|156|291
40649|(11, 17, 29)|0|[0, 0]|156|291
40650|(11, 17, 30)|0|[0, 0]|156|291
40651|(11, 17, 31)|0|[0, 0]|156|291
40652|(11, 17, 32)|0|[0, 0]|156|291
40653|(11, 17, 33)|0|[0, 0]|156|291
40654|(11, 17, 34)|0|[0, 0]|156|291
40655|(11, 17, 35)|0|[0, 0]|156|291
40656|(11, 17, 36)|0|[0, 0]|156|291
40657|(11, 17, 37)|0|[0, 0]|156|291
40658|(11, 17, 38)|0|[0, 0]|156|291
40659|(11, 17, 39)|0|[0, 0]|156|291
40660|(11, 17, 40)|0|[0, 0]|156|291
40661|(11, 17, 41)|0|[0, 0]|156|291
40662|(11, 17, 42)|0|[0, 0]|156|291
40663|(11, 17, 43)|0|[0, 0]|156|291
40664|(11, 17, 44)|0|[0, 0]|156|291
40665|(11, 17, 45)|1|[0, 1]|156|291
40666|(11, 17, 46)|0|[0, 0]|156|291
40667|(11, 17, 47)|0|[0, 0]|156|291
40668|(11, 17, 48)|0|[0, 0]|156|291
40669|(11, 17, 49)|0|[0, 0]|156|291
40670|(11, 17, 50)|0|[0, 0]|156|291
40671|(11, 17, 51)|0|[0, 0]|156|291
40672|(11, 17, 52)|0|[0, 0]|156|291
40673|(11, 17, 53)|0|[0, 0]|156|291
40674|(11, 17, 54)|0|[0, 0]|156|291
40675|(11, 17, 55)|0|[0, 0]|156|291
40676|(11, 17, 56)|0|[0, 0]|156|291
40677|(11, 17, 57)|0|[0, 0]|156|291
40678|(11, 17, 58)|0|[0, 0]|156|291
40679|(11, 17, 59)|0|[0, 0]|156|291
40680|(11, 18, 0)|0|[0, 0]|156|291
40681|(11, 18, 1)|0|[0, 0]|156|291
40682|(11, 18, 2)|0|[0, 0]|156|291
40683|(11, 18, 3)|0|[0, 0]|156|291
40684|(11, 18, 4)|0|[0, 0]|156|291
