Symulation time|Real time|People who come|People in queue(first/second)|People who left|Transported People 
42020|(11, 40, 20)|0|[0, 0]|19|493
42021|(11, 40, 21)|0|[0, 0]|19|493
42022|(11, 40, 22)|0|[0, 0]|19|493
42023|(11, 40, 23)|0|[0, 0]|19|493
42024|(11, 40, 24)|0|[0, 0]|19|493
42025|(11, 40, 25)|0|[0, 0]|19|493
42026|(11, 40, 26)|0|[0, 0]|19|493
42027|(11, 40, 27)|0|[0, 0]|19|493
42028|(11, 40, 28)|0|[0, 0]|19|493
42029|(11, 40, 29)|0|[0, 0]|19|493
42030|(11, 40, 30)|0|[0, 0]|19|493
42031|(11, 40, 31)|0|[0, 0]|19|493
42032|(11, 40, 32)|0|[0, 0]|19|493
42033|(11, 40, 33)|0|[0, 0]|19|493
42034|(11, 40, 34)|0|[0, 0]|19|493
42035|(11, 40, 35)|0|[0, 0]|19|493
42036|(11, 40, 36)|0|[0, 0]|19|493
42037|(11, 40, 37)|0|[0, 0]|19|493
42038|(11, 40, 38)|0|[0, 0]|19|493
42039|(11, 40, 39)|0|[0, 0]|19|493
42040|(11, 40, 40)|0|[0, 0]|19|493
42041|(11, 40, 41)|0|[0, 0]|19|493
42042|(11, 40, 42)|0|[0, 0]|19|493
42043|(11, 40, 43)|0|[0, 0]|19|493
42044|(11, 40, 44)|0|[0, 0]|19|493
42045|(11, 40, 45)|0|[0, 0]|19|493
42046|(11, 40, 46)|0|[0, 0]|19|493
42047|(11, 40, 47)|1|[0, 1]|19|493
42048|(11, 40, 48)|0|[0, 1]|19|493
42049|(11, 40, 49)|0|[0, 1]|19|493
42050|(11, 40, 50)|0|[0, 1]|19|493
42051|(11, 40, 51)|0|[0, 1]|19|493
42052|(11, 40, 52)|0|[0, 1]|19|493
42053|(11, 40, 53)|0|[0, 1]|19|493
42054|(11, 40, 54)|0|[0, 1]|19|493
42055|(11, 40, 55)|0|[0, 1]|19|495
42056|(11, 40, 56)|0|[0, 1]|19|495
42057|(11, 40, 57)|0|[0, 0]|19|495
42058|(11, 40, 58)|0|[0, 0]|19|495
42059|(11, 40, 59)|0|[0, 0]|19|495
42060|(11, 41, 0)|1|[0, 1]|19|497
42061|(11, 41, 1)|0|[0, 0]|19|497
42062|(11, 41, 2)|0|[0, 0]|19|497
42063|(11, 41, 3)|0|[0, 0]|19|497
42064|(11, 41, 4)|0|[0, 0]|19|497
42065|(11, 41, 5)|0|[0, 0]|19|497
42066|(11, 41, 6)|0|[0, 0]|19|497
42067|(11, 41, 7)|1|[0, 1]|19|497
42068|(11, 41, 8)|0|[0, 0]|19|497
42069|(11, 41, 9)|0|[0, 0]|19|497
42070|(11, 41, 10)|0|[0, 0]|19|497
42071|(11, 41, 11)|0|[0, 0]|19|497
42072|(11, 41, 12)|0|[0, 0]|19|497
42073|(11, 41, 13)|0|[0, 0]|19|497
42074|(11, 41, 14)|0|[0, 0]|19|497
42075|(11, 41, 15)|0|[0, 0]|19|497
42076|(11, 41, 16)|0|[0, 0]|19|497
42077|(11, 41, 17)|0|[0, 0]|19|498
42078|(11, 41, 18)|0|[0, 0]|19|498
42079|(11, 41, 19)|0|[0, 0]|19|498
42080|(11, 41, 20)|0|[0, 0]|19|498
42081|(11, 41, 21)|0|[0, 0]|19|498
42082|(11, 41, 22)|1|[0, 1]|19|498
42083|(11, 41, 23)|0|[0, 0]|19|498
42084|(11, 41, 24)|1|[1, 0]|19|498
42085|(11, 41, 25)|0|[0, 0]|19|498
42086|(11, 41, 26)|0|[0, 0]|19|498
42087|(11, 41, 27)|0|[0, 0]|19|498
42088|(11, 41, 28)|0|[0, 0]|19|498
42089|(11, 41, 29)|0|[0, 0]|19|498
42090|(11, 41, 30)|0|[0, 0]|19|498
42091|(11, 41, 31)|0|[0, 0]|19|498
42092|(11, 41, 32)|0|[0, 0]|19|500
42093|(11, 41, 33)|0|[0, 0]|19|500
42094|(11, 41, 34)|0|[0, 0]|19|500
42095|(11, 41, 35)|0|[0, 0]|19|500
42096|(11, 41, 36)|0|[0, 0]|19|500
42097|(11, 41, 37)|0|[0, 0]|19|500
42098|(11, 41, 38)|0|[0, 0]|19|500
42099|(11, 41, 39)|0|[0, 0]|19|500
42100|(11, 41, 40)|0|[0, 0]|19|500
42101|(11, 41, 41)|0|[0, 0]|19|500
42102|(11, 41, 42)|0|[0, 0]|19|500
42103|(11, 41, 43)|0|[0, 0]|19|500
42104|(11, 41, 44)|0|[0, 0]|19|500
42105|(11, 41, 45)|0|[0, 0]|19|500
42106|(11, 41, 46)|0|[0, 0]|19|500
42107|(11, 41, 47)|0|[0, 0]|19|500
42108|(11, 41, 48)|0|[0, 0]|19|500
42109|(11, 41, 49)|0|[0, 0]|19|500
42110|(11, 41, 50)|0|[0, 0]|19|500
42111|(11, 41, 51)|0|[0, 0]|19|500
42112|(11, 41, 52)|0|[0, 0]|19|500
42113|(11, 41, 53)|0|[0, 0]|19|500
42114|(11, 41, 54)|0|[0, 0]|19|500
42115|(11, 41, 55)|0|[0, 0]|19|500
42116|(11, 41, 56)|0|[0, 0]|19|500
42117|(11, 41, 57)|0|[0, 0]|19|500
42118|(11, 41, 58)|0|[0, 0]|19|500
42119|(11, 41, 59)|0|[0, 0]|19|500
42120|(11, 42, 0)|0|[0, 0]|19|500
42121|(11, 42, 1)|0|[0, 0]|19|500
42122|(11, 42, 2)|0|[0, 0]|19|500
42123|(11, 42, 3)|0|[0, 0]|19|500
42124|(11, 42, 4)|0|[0, 0]|19|500
42125|(11, 42, 5)|0|[0, 0]|19|500
42126|(11, 42, 6)|0|[0, 0]|19|500
42127|(11, 42, 7)|0|[0, 0]|19|500
42128|(11, 42, 8)|0|[0, 0]|19|500
42129|(11, 42, 9)|0|[0, 0]|19|500
42130|(11, 42, 10)|0|[0, 0]|19|500
42131|(11, 42, 11)|0|[0, 0]|19|500
42132|(11, 42, 12)|0|[0, 0]|19|500
42133|(11, 42, 13)|0|[0, 0]|19|500
42134|(11, 42, 14)|0|[0, 0]|19|500
42135|(11, 42, 15)|0|[0, 0]|19|500
42136|(11, 42, 16)|0|[0, 0]|19|500
42137|(11, 42, 17)|0|[0, 0]|19|500
42138|(11, 42, 18)|0|[0, 0]|19|500
42139|(11, 42, 19)|0|[0, 0]|19|500
42140|(11, 42, 20)|0|[0, 0]|19|500
42141|(11, 42, 21)|1|[1, 0]|19|500
42142|(11, 42, 22)|0|[0, 0]|19|500
42143|(11, 42, 23)|0|[0, 0]|19|500
42144|(11, 42, 24)|0|[0, 0]|19|500
42145|(11, 42, 25)|0|[0, 0]|19|500
42146|(11, 42, 26)|0|[0, 0]|19|500
42147|(11, 42, 27)|0|[0, 0]|19|500
42148|(11, 42, 28)|0|[0, 0]|19|500
42149|(11, 42, 29)|2|[0, 2]|19|503
42150|(11, 42, 30)|0|[0, 0]|19|503
42151|(11, 42, 31)|0|[0, 0]|19|503
42152|(11, 42, 32)|0|[0, 0]|19|503
42153|(11, 42, 33)|0|[0, 0]|19|503
42154|(11, 42, 34)|0|[0, 0]|19|503
42155|(11, 42, 35)|0|[0, 0]|19|503
42156|(11, 42, 36)|0|[0, 0]|19|503
42157|(11, 42, 37)|0|[0, 0]|19|503
42158|(11, 42, 38)|0|[0, 0]|19|503
42159|(11, 42, 39)|0|[0, 0]|19|503
42160|(11, 42, 40)|0|[0, 0]|19|503
42161|(11, 42, 41)|0|[0, 0]|19|503
42162|(11, 42, 42)|0|[0, 0]|19|503
42163|(11, 42, 43)|1|[1, 0]|19|503
42164|(11, 42, 44)|0|[0, 0]|19|503
42165|(11, 42, 45)|0|[0, 0]|19|503
42166|(11, 42, 46)|0|[0, 0]|19|503
42167|(11, 42, 47)|0|[0, 0]|19|503
42168|(11, 42, 48)|0|[0, 0]|19|503
42169|(11, 42, 49)|0|[0, 0]|19|503
42170|(11, 42, 50)|0|[0, 0]|19|503
42171|(11, 42, 51)|0|[0, 0]|19|503
42172|(11, 42, 52)|0|[0, 0]|19|503
42173|(11, 42, 53)|0|[0, 0]|19|503
42174|(11, 42, 54)|1|[1, 0]|19|503
42175|(11, 42, 55)|0|[1, 0]|19|503
42176|(11, 42, 56)|0|[1, 0]|19|503
42177|(11, 42, 57)|0|[1, 0]|19|503
42178|(11, 42, 58)|1|[2, 0]|19|503
42179|(11, 42, 59)|0|[2, 0]|19|503
42180|(11, 43, 0)|0|[2, 0]|19|503
42181|(11, 43, 1)|0|[2, 0]|19|503
42182|(11, 43, 2)|0|[2, 0]|19|503
42183|(11, 43, 3)|0|[2, 0]|19|503
42184|(11, 43, 4)|0|[2, 0]|19|503
42185|(11, 43, 5)|1|[3, 0]|19|503
42186|(11, 43, 6)|0|[3, 0]|19|503
42187|(11, 43, 7)|0|[3, 0]|19|503
42188|(11, 43, 8)|0|[3, 0]|19|503
42189|(11, 43, 9)|0|[3, 0]|19|503
42190|(11, 43, 10)|0|[3, 0]|19|503
42191|(11, 43, 11)|0|[3, 0]|19|503
42192|(11, 43, 12)|0|[3, 0]|19|503
42193|(11, 43, 13)|0|[3, 0]|19|503
42194|(11, 43, 14)|0|[3, 0]|19|503
42195|(11, 43, 15)|0|[3, 0]|19|503
42196|(11, 43, 16)|0|[3, 0]|19|503
42197|(11, 43, 17)|0|[3, 0]|19|503
42198|(11, 43, 18)|0|[3, 0]|19|503
42199|(11, 43, 19)|0|[3, 0]|19|503
42200|(11, 43, 20)|0|[3, 0]|19|503
42201|(11, 43, 21)|0|[3, 0]|19|503
42202|(11, 43, 22)|0|[3, 0]|19|503
42203|(11, 43, 23)|0|[3, 0]|19|503
42204|(11, 43, 24)|0|[3, 0]|19|503
42205|(11, 43, 25)|0|[3, 0]|19|503
42206|(11, 43, 26)|0|[3, 0]|19|503
42207|(11, 43, 27)|0|[3, 0]|19|503
42208|(11, 43, 28)|0|[3, 0]|19|503
42209|(11, 43, 29)|0|[3, 0]|19|503
42210|(11, 43, 30)|0|[3, 0]|19|503
42211|(11, 43, 31)|0|[3, 0]|19|503
42212|(11, 43, 32)|0|[3, 0]|19|503
42213|(11, 43, 33)|0|[3, 0]|19|503
42214|(11, 43, 34)|0|[3, 0]|19|503
42215|(11, 43, 35)|0|[3, 0]|19|503
42216|(11, 43, 36)|0|[3, 0]|19|503
42217|(11, 43, 37)|0|[3, 0]|19|503
42218|(11, 43, 38)|0|[3, 0]|19|504
42219|(11, 43, 39)|0|[3, 0]|19|504
42220|(11, 43, 40)|0|[1, 0]|19|504
42221|(11, 43, 41)|0|[1, 0]|19|504
42222|(11, 43, 42)|0|[1, 0]|19|504
42223|(11, 43, 43)|0|[1, 0]|19|504
42224|(11, 43, 44)|0|[1, 0]|19|504
42225|(11, 43, 45)|0|[1, 0]|19|504
42226|(11, 43, 46)|0|[1, 0]|19|504
42227|(11, 43, 47)|0|[1, 0]|19|504
42228|(11, 43, 48)|0|[1, 0]|19|504
42229|(11, 43, 49)|0|[1, 0]|19|504
42230|(11, 43, 50)|0|[1, 0]|19|504
42231|(11, 43, 51)|0|[1, 0]|19|504
42232|(11, 43, 52)|1|[1, 1]|19|504
42233|(11, 43, 53)|0|[1, 1]|19|504
42234|(11, 43, 54)|0|[1, 1]|19|504
42235|(11, 43, 55)|0|[1, 1]|19|504
42236|(11, 43, 56)|0|[1, 1]|19|504
42237|(11, 43, 57)|0|[1, 1]|19|504
42238|(11, 43, 58)|0|[1, 1]|19|504
42239|(11, 43, 59)|0|[1, 1]|19|504
42240|(11, 44, 0)|0|[1, 1]|19|504
42241|(11, 44, 1)|0|[1, 1]|19|504
42242|(11, 44, 2)|0|[1, 1]|19|504
42243|(11, 44, 3)|0|[1, 1]|19|504
42244|(11, 44, 4)|0|[1, 1]|19|504
42245|(11, 44, 5)|0|[1, 1]|19|504
42246|(11, 44, 6)|0|[1, 1]|19|504
42247|(11, 44, 7)|0|[1, 1]|19|504
42248|(11, 44, 8)|0|[1, 1]|19|504
42249|(11, 44, 9)|0|[1, 1]|19|504
42250|(11, 44, 10)|0|[1, 1]|19|504
42251|(11, 44, 11)|0|[1, 1]|19|504
42252|(11, 44, 12)|0|[1, 1]|19|504
42253|(11, 44, 13)|0|[1, 1]|19|504
42254|(11, 44, 14)|1|[2, 1]|19|504
42255|(11, 44, 15)|0|[2, 1]|19|504
42256|(11, 44, 16)|0|[2, 1]|19|504
42257|(11, 44, 17)|0|[2, 1]|19|504
42258|(11, 44, 18)|0|[2, 1]|19|504
42259|(11, 44, 19)|0|[2, 1]|19|504
42260|(11, 44, 20)|0|[2, 1]|19|504
42261|(11, 44, 21)|0|[2, 1]|19|504
42262|(11, 44, 22)|0|[2, 1]|19|504
42263|(11, 44, 23)|0|[2, 1]|19|504
42264|(11, 44, 24)|0|[2, 1]|19|506
42265|(11, 44, 25)|0|[2, 1]|19|506
42266|(11, 44, 26)|0|[0, 0]|19|506
42267|(11, 44, 27)|0|[0, 0]|19|506
42268|(11, 44, 28)|0|[0, 0]|19|506
42269|(11, 44, 29)|0|[0, 0]|19|506
42270|(11, 44, 30)|0|[0, 0]|19|506
42271|(11, 44, 31)|0|[0, 0]|19|506
42272|(11, 44, 32)|0|[0, 0]|19|506
42273|(11, 44, 33)|0|[0, 0]|19|506
42274|(11, 44, 34)|0|[0, 0]|19|506
42275|(11, 44, 35)|0|[0, 0]|19|506
42276|(11, 44, 36)|0|[0, 0]|19|506
42277|(11, 44, 37)|0|[0, 0]|19|506
42278|(11, 44, 38)|0|[0, 0]|19|506
42279|(11, 44, 39)|0|[0, 0]|19|506
42280|(11, 44, 40)|0|[0, 0]|19|506
42281|(11, 44, 41)|0|[0, 0]|19|506
42282|(11, 44, 42)|0|[0, 0]|19|506
42283|(11, 44, 43)|0|[0, 0]|19|506
42284|(11, 44, 44)|0|[0, 0]|19|506
42285|(11, 44, 45)|0|[0, 0]|19|506
42286|(11, 44, 46)|0|[0, 0]|19|506
42287|(11, 44, 47)|0|[0, 0]|19|506
42288|(11, 44, 48)|0|[0, 0]|19|506
42289|(11, 44, 49)|0|[0, 0]|19|506
42290|(11, 44, 50)|0|[0, 0]|19|506
42291|(11, 44, 51)|0|[0, 0]|19|506
42292|(11, 44, 52)|0|[0, 0]|19|506
42293|(11, 44, 53)|0|[0, 0]|19|506
42294|(11, 44, 54)|0|[0, 0]|19|506
42295|(11, 44, 55)|0|[0, 0]|19|506
42296|(11, 44, 56)|0|[0, 0]|19|506
42297|(11, 44, 57)|0|[0, 0]|19|506
42298|(11, 44, 58)|0|[0, 0]|19|506
42299|(11, 44, 59)|0|[0, 0]|19|506
42300|(11, 45, 0)|0|[0, 0]|19|506
42301|(11, 45, 1)|0|[0, 0]|19|506
42302|(11, 45, 2)|0|[0, 0]|19|506
42303|(11, 45, 3)|0|[0, 0]|19|506
42304|(11, 45, 4)|0|[0, 0]|19|506
42305|(11, 45, 5)|0|[0, 0]|19|506
42306|(11, 45, 6)|0|[0, 0]|19|506
42307|(11, 45, 7)|0|[0, 0]|19|506
42308|(11, 45, 8)|0|[0, 0]|19|506
42309|(11, 45, 9)|0|[0, 0]|19|506
42310|(11, 45, 10)|0|[0, 0]|19|509
42311|(11, 45, 11)|0|[0, 0]|19|509
42312|(11, 45, 12)|0|[0, 0]|19|509
42313|(11, 45, 13)|0|[0, 0]|19|509
42314|(11, 45, 14)|0|[0, 0]|19|509
42315|(11, 45, 15)|0|[0, 0]|19|509
42316|(11, 45, 16)|0|[0, 0]|19|509
42317|(11, 45, 17)|0|[0, 0]|19|509
42318|(11, 45, 18)|0|[0, 0]|19|509
42319|(11, 45, 19)|0|[0, 0]|19|509
42320|(11, 45, 20)|0|[0, 0]|19|509
42321|(11, 45, 21)|0|[0, 0]|19|509
42322|(11, 45, 22)|0|[0, 0]|19|509
42323|(11, 45, 23)|0|[0, 0]|19|509
42324|(11, 45, 24)|0|[0, 0]|19|509
42325|(11, 45, 25)|0|[0, 0]|19|509
42326|(11, 45, 26)|0|[0, 0]|19|509
42327|(11, 45, 27)|0|[0, 0]|19|509
42328|(11, 45, 28)|0|[0, 0]|19|509
42329|(11, 45, 29)|0|[0, 0]|19|509
42330|(11, 45, 30)|0|[0, 0]|19|509
42331|(11, 45, 31)|0|[0, 0]|19|509
42332|(11, 45, 32)|0|[0, 0]|19|509
42333|(11, 45, 33)|0|[0, 0]|19|509
42334|(11, 45, 34)|0|[0, 0]|19|509
42335|(11, 45, 35)|0|[0, 0]|19|509
42336|(11, 45, 36)|1|[0, 1]|19|509
42337|(11, 45, 37)|0|[0, 0]|19|509
42338|(11, 45, 38)|0|[0, 0]|19|509
42339|(11, 45, 39)|0|[0, 0]|19|509
42340|(11, 45, 40)|0|[0, 0]|19|509
42341|(11, 45, 41)|0|[0, 0]|19|509
42342|(11, 45, 42)|0|[0, 0]|19|509
42343|(11, 45, 43)|0|[0, 0]|19|509
42344|(11, 45, 44)|0|[0, 0]|19|509
42345|(11, 45, 45)|0|[0, 0]|19|509
42346|(11, 45, 46)|0|[0, 0]|19|510
42347|(11, 45, 47)|0|[0, 0]|19|510
42348|(11, 45, 48)|0|[0, 0]|19|510
42349|(11, 45, 49)|0|[0, 0]|19|510
42350|(11, 45, 50)|0|[0, 0]|19|510
42351|(11, 45, 51)|0|[0, 0]|19|510
42352|(11, 45, 52)|0|[0, 0]|19|510
42353|(11, 45, 53)|0|[0, 0]|19|510
42354|(11, 45, 54)|0|[0, 0]|19|510
42355|(11, 45, 55)|0|[0, 0]|19|510
42356|(11, 45, 56)|0|[0, 0]|19|510
42357|(11, 45, 57)|0|[0, 0]|19|510
42358|(11, 45, 58)|0|[0, 0]|19|510
42359|(11, 45, 59)|0|[0, 0]|19|510
42360|(11, 46, 0)|0|[0, 0]|19|510
42361|(11, 46, 1)|0|[0, 0]|19|510
42362|(11, 46, 2)|0|[0, 0]|19|510
42363|(11, 46, 3)|0|[0, 0]|19|510
42364|(11, 46, 4)|0|[0, 0]|19|510
42365|(11, 46, 5)|1|[0, 1]|19|510
42366|(11, 46, 6)|0|[0, 0]|19|510
42367|(11, 46, 7)|0|[0, 0]|19|510
42368|(11, 46, 8)|0|[0, 0]|19|510
42369|(11, 46, 9)|0|[0, 0]|19|510
42370|(11, 46, 10)|0|[0, 0]|19|510
42371|(11, 46, 11)|0|[0, 0]|19|510
42372|(11, 46, 12)|0|[0, 0]|19|510
42373|(11, 46, 13)|0|[0, 0]|19|510
42374|(11, 46, 14)|0|[0, 0]|19|510
42375|(11, 46, 15)|0|[0, 0]|19|511
42376|(11, 46, 16)|0|[0, 0]|19|511
42377|(11, 46, 17)|0|[0, 0]|19|511
42378|(11, 46, 18)|0|[0, 0]|19|511
42379|(11, 46, 19)|0|[0, 0]|19|511
42380|(11, 46, 20)|0|[0, 0]|19|511
42381|(11, 46, 21)|0|[0, 0]|19|511
42382|(11, 46, 22)|0|[0, 0]|19|511
42383|(11, 46, 23)|0|[0, 0]|19|511
42384|(11, 46, 24)|1|[1, 0]|19|511
42385|(11, 46, 25)|0|[0, 0]|19|511
42386|(11, 46, 26)|0|[0, 0]|19|511
42387|(11, 46, 27)|0|[0, 0]|19|511
42388|(11, 46, 28)|0|[0, 0]|19|511
42389|(11, 46, 29)|0|[0, 0]|19|511
42390|(11, 46, 30)|0|[0, 0]|19|511
42391|(11, 46, 31)|0|[0, 0]|19|511
42392|(11, 46, 32)|0|[0, 0]|19|511
42393|(11, 46, 33)|0|[0, 0]|19|511
42394|(11, 46, 34)|0|[0, 0]|19|511
42395|(11, 46, 35)|0|[0, 0]|19|511
42396|(11, 46, 36)|0|[0, 0]|19|511
42397|(11, 46, 37)|0|[0, 0]|19|511
42398|(11, 46, 38)|0|[0, 0]|19|511
42399|(11, 46, 39)|0|[0, 0]|19|511
42400|(11, 46, 40)|0|[0, 0]|19|511
42401|(11, 46, 41)|0|[0, 0]|19|511
42402|(11, 46, 42)|0|[0, 0]|19|511
42403|(11, 46, 43)|0|[0, 0]|19|511
42404|(11, 46, 44)|0|[0, 0]|19|511
42405|(11, 46, 45)|0|[0, 0]|19|511
42406|(11, 46, 46)|0|[0, 0]|19|511
42407|(11, 46, 47)|0|[0, 0]|19|511
42408|(11, 46, 48)|0|[0, 0]|19|511
42409|(11, 46, 49)|0|[0, 0]|19|511
42410|(11, 46, 50)|0|[0, 0]|19|511
42411|(11, 46, 51)|0|[0, 0]|19|511
42412|(11, 46, 52)|0|[0, 0]|19|511
42413|(11, 46, 53)|0|[0, 0]|19|511
42414|(11, 46, 54)|0|[0, 0]|19|511
42415|(11, 46, 55)|0|[0, 0]|19|511
42416|(11, 46, 56)|0|[0, 0]|19|511
42417|(11, 46, 57)|0|[0, 0]|19|511
42418|(11, 46, 58)|0|[0, 0]|19|511
42419|(11, 46, 59)|0|[0, 0]|19|511
42420|(11, 47, 0)|0|[0, 0]|19|511
42421|(11, 47, 1)|0|[0, 0]|19|511
42422|(11, 47, 2)|0|[0, 0]|19|511
42423|(11, 47, 3)|0|[0, 0]|19|511
42424|(11, 47, 4)|0|[0, 0]|19|511
42425|(11, 47, 5)|0|[0, 0]|19|511
42426|(11, 47, 6)|0|[0, 0]|19|511
42427|(11, 47, 7)|0|[0, 0]|19|511
42428|(11, 47, 8)|0|[0, 0]|19|511
42429|(11, 47, 9)|0|[0, 0]|19|511
42430|(11, 47, 10)|0|[0, 0]|19|511
42431|(11, 47, 11)|0|[0, 0]|19|511
42432|(11, 47, 12)|0|[0, 0]|19|511
42433|(11, 47, 13)|0|[0, 0]|19|511
42434|(11, 47, 14)|0|[0, 0]|19|511
42435|(11, 47, 15)|0|[0, 0]|19|511
42436|(11, 47, 16)|0|[0, 0]|19|511
42437|(11, 47, 17)|0|[0, 0]|19|511
42438|(11, 47, 18)|0|[0, 0]|19|511
42439|(11, 47, 19)|0|[0, 0]|19|512
42440|(11, 47, 20)|0|[0, 0]|19|512
42441|(11, 47, 21)|0|[0, 0]|19|512
42442|(11, 47, 22)|0|[0, 0]|19|512
42443|(11, 47, 23)|0|[0, 0]|19|512
42444|(11, 47, 24)|0|[0, 0]|19|512
42445|(11, 47, 25)|0|[0, 0]|19|512
42446|(11, 47, 26)|0|[0, 0]|19|512
42447|(11, 47, 27)|0|[0, 0]|19|512
42448|(11, 47, 28)|0|[0, 0]|19|512
42449|(11, 47, 29)|0|[0, 0]|19|512
42450|(11, 47, 30)|0|[0, 0]|19|512
42451|(11, 47, 31)|0|[0, 0]|19|512
42452|(11, 47, 32)|0|[0, 0]|19|512
42453|(11, 47, 33)|0|[0, 0]|19|512
42454|(11, 47, 34)|0|[0, 0]|19|512
42455|(11, 47, 35)|0|[0, 0]|19|512
42456|(11, 47, 36)|0|[0, 0]|19|512
42457|(11, 47, 37)|0|[0, 0]|19|512
42458|(11, 47, 38)|0|[0, 0]|19|512
42459|(11, 47, 39)|0|[0, 0]|19|512
42460|(11, 47, 40)|0|[0, 0]|19|512
42461|(11, 47, 41)|0|[0, 0]|19|512
42462|(11, 47, 42)|0|[0, 0]|19|512
42463|(11, 47, 43)|0|[0, 0]|19|512
42464|(11, 47, 44)|0|[0, 0]|19|512
42465|(11, 47, 45)|0|[0, 0]|19|512
42466|(11, 47, 46)|0|[0, 0]|19|512
42467|(11, 47, 47)|0|[0, 0]|19|512
42468|(11, 47, 48)|0|[0, 0]|19|512
42469|(11, 47, 49)|0|[0, 0]|19|512
42470|(11, 47, 50)|0|[0, 0]|19|512
42471|(11, 47, 51)|0|[0, 0]|19|512
42472|(11, 47, 52)|0|[0, 0]|19|512
42473|(11, 47, 53)|0|[0, 0]|19|512
42474|(11, 47, 54)|0|[0, 0]|19|512
42475|(11, 47, 55)|0|[0, 0]|19|512
42476|(11, 47, 56)|0|[0, 0]|19|512
42477|(11, 47, 57)|0|[0, 0]|19|512
42478|(11, 47, 58)|0|[0, 0]|19|512
42479|(11, 47, 59)|0|[0, 0]|19|512
42480|(11, 48, 0)|1|[0, 1]|19|512
42481|(11, 48, 1)|0|[0, 0]|19|512
42482|(11, 48, 2)|0|[0, 0]|19|512
42483|(11, 48, 3)|0|[0, 0]|19|512
42484|(11, 48, 4)|0|[0, 0]|19|512
42485|(11, 48, 5)|0|[0, 0]|19|512
42486|(11, 48, 6)|0|[0, 0]|19|512
42487|(11, 48, 7)|0|[0, 0]|19|512
42488|(11, 48, 8)|0|[0, 0]|19|512
42489|(11, 48, 9)|0|[0, 0]|19|512
42490|(11, 48, 10)|0|[0, 0]|19|513
42491|(11, 48, 11)|0|[0, 0]|19|513
42492|(11, 48, 12)|0|[0, 0]|19|513
42493|(11, 48, 13)|0|[0, 0]|19|513
42494|(11, 48, 14)|1|[0, 1]|19|513
42495|(11, 48, 15)|0|[0, 0]|19|513
42496|(11, 48, 16)|0|[0, 0]|19|513
42497|(11, 48, 17)|1|[0, 1]|19|515
42498|(11, 48, 18)|0|[0, 0]|19|515
42499|(11, 48, 19)|0|[0, 0]|19|515
42500|(11, 48, 20)|0|[0, 0]|19|515
42501|(11, 48, 21)|0|[0, 0]|19|515
42502|(11, 48, 22)|0|[0, 0]|19|515
42503|(11, 48, 23)|0|[0, 0]|19|515
42504|(11, 48, 24)|0|[0, 0]|19|515
42505|(11, 48, 25)|0|[0, 0]|19|515
42506|(11, 48, 26)|0|[0, 0]|19|515
42507|(11, 48, 27)|0|[0, 0]|19|515
42508|(11, 48, 28)|0|[0, 0]|19|515
42509|(11, 48, 29)|0|[0, 0]|19|515
42510|(11, 48, 30)|0|[0, 0]|19|515
42511|(11, 48, 31)|0|[0, 0]|19|515
42512|(11, 48, 32)|0|[0, 0]|19|515
42513|(11, 48, 33)|0|[0, 0]|19|515
42514|(11, 48, 34)|0|[0, 0]|19|515
42515|(11, 48, 35)|0|[0, 0]|19|515
42516|(11, 48, 36)|0|[0, 0]|19|515
42517|(11, 48, 37)|0|[0, 0]|19|515
42518|(11, 48, 38)|0|[0, 0]|19|515
42519|(11, 48, 39)|0|[0, 0]|19|515
42520|(11, 48, 40)|0|[0, 0]|19|515
42521|(11, 48, 41)|0|[0, 0]|19|515
42522|(11, 48, 42)|0|[0, 0]|19|515
42523|(11, 48, 43)|0|[0, 0]|19|515
42524|(11, 48, 44)|0|[0, 0]|19|515
42525|(11, 48, 45)|0|[0, 0]|19|515
42526|(11, 48, 46)|0|[0, 0]|19|515
42527|(11, 48, 47)|0|[0, 0]|19|515
42528|(11, 48, 48)|0|[0, 0]|19|515
42529|(11, 48, 49)|0|[0, 0]|19|515
42530|(11, 48, 50)|0|[0, 0]|19|515
42531|(11, 48, 51)|0|[0, 0]|19|515
42532|(11, 48, 52)|0|[0, 0]|19|515
42533|(11, 48, 53)|0|[0, 0]|19|515
42534|(11, 48, 54)|0|[0, 0]|19|515
42535|(11, 48, 55)|0|[0, 0]|19|515
42536|(11, 48, 56)|1|[0, 1]|19|515
42537|(11, 48, 57)|0|[0, 0]|19|515
42538|(11, 48, 58)|0|[0, 0]|19|515
42539|(11, 48, 59)|0|[0, 0]|19|515
42540|(11, 49, 0)|0|[0, 0]|19|515
42541|(11, 49, 1)|0|[0, 0]|19|515
42542|(11, 49, 2)|0|[0, 0]|19|515
42543|(11, 49, 3)|0|[0, 0]|19|515
42544|(11, 49, 4)|0|[0, 0]|19|515
42545|(11, 49, 5)|0|[0, 0]|19|515
42546|(11, 49, 6)|1|[1, 0]|19|517
42547|(11, 49, 7)|0|[0, 0]|19|517
42548|(11, 49, 8)|0|[0, 0]|19|517
42549|(11, 49, 9)|0|[0, 0]|19|517
42550|(11, 49, 10)|0|[0, 0]|19|517
42551|(11, 49, 11)|0|[0, 0]|19|517
42552|(11, 49, 12)|0|[0, 0]|19|517
42553|(11, 49, 13)|0|[0, 0]|19|517
42554|(11, 49, 14)|0|[0, 0]|19|517
42555|(11, 49, 15)|0|[0, 0]|19|517
42556|(11, 49, 16)|0|[0, 0]|19|517
