Symulation time|Real time|People who come|People in queue(first/second)|People who left|Transported People 
43855|(12, 10, 55)|0|[0, 0]|19|554
43856|(12, 10, 56)|0|[0, 0]|19|554
43857|(12, 10, 57)|0|[0, 0]|19|554
43858|(12, 10, 58)|0|[0, 0]|19|554
43859|(12, 10, 59)|0|[0, 0]|19|554
43860|(12, 11, 0)|0|[0, 0]|19|554
43861|(12, 11, 1)|0|[0, 0]|19|554
43862|(12, 11, 2)|0|[0, 0]|19|554
43863|(12, 11, 3)|0|[0, 0]|19|554
43864|(12, 11, 4)|0|[0, 0]|19|554
43865|(12, 11, 5)|0|[0, 0]|19|554
43866|(12, 11, 6)|0|[0, 0]|19|554
43867|(12, 11, 7)|0|[0, 0]|19|554
43868|(12, 11, 8)|0|[0, 0]|19|554
43869|(12, 11, 9)|0|[0, 0]|19|554
43870|(12, 11, 10)|0|[0, 0]|19|554
43871|(12, 11, 11)|0|[0, 0]|19|554
43872|(12, 11, 12)|0|[0, 0]|19|554
43873|(12, 11, 13)|0|[0, 0]|19|554
43874|(12, 11, 14)|0|[0, 0]|19|554
43875|(12, 11, 15)|0|[0, 0]|19|554
43876|(12, 11, 16)|0|[0, 0]|19|554
43877|(12, 11, 17)|0|[0, 0]|19|554
43878|(12, 11, 18)|0|[0, 0]|19|554
43879|(12, 11, 19)|0|[0, 0]|19|554
43880|(12, 11, 20)|0|[0, 0]|19|554
43881|(12, 11, 21)|0|[0, 0]|19|554
43882|(12, 11, 22)|0|[0, 0]|19|554
43883|(12, 11, 23)|0|[0, 0]|19|554
43884|(12, 11, 24)|0|[0, 0]|19|554
43885|(12, 11, 25)|0|[0, 0]|19|554
43886|(12, 11, 26)|0|[0, 0]|19|554
43887|(12, 11, 27)|0|[0, 0]|19|554
43888|(12, 11, 28)|0|[0, 0]|19|554
43889|(12, 11, 29)|0|[0, 0]|19|554
43890|(12, 11, 30)|0|[0, 0]|19|554
43891|(12, 11, 31)|0|[0, 0]|19|554
43892|(12, 11, 32)|0|[0, 0]|19|554
43893|(12, 11, 33)|0|[0, 0]|19|554
43894|(12, 11, 34)|0|[0, 0]|19|554
43895|(12, 11, 35)|0|[0, 0]|19|554
43896|(12, 11, 36)|0|[0, 0]|19|554
43897|(12, 11, 37)|0|[0, 0]|19|554
43898|(12, 11, 38)|0|[0, 0]|19|554
43899|(12, 11, 39)|0|[0, 0]|19|554
43900|(12, 11, 40)|0|[0, 0]|19|554
43901|(12, 11, 41)|0|[0, 0]|19|554
43902|(12, 11, 42)|0|[0, 0]|19|554
43903|(12, 11, 43)|0|[0, 0]|19|554
43904|(12, 11, 44)|0|[0, 0]|19|554
43905|(12, 11, 45)|0|[0, 0]|19|554
43906|(12, 11, 46)|0|[0, 0]|19|554
43907|(12, 11, 47)|0|[0, 0]|19|554
43908|(12, 11, 48)|0|[0, 0]|19|554
43909|(12, 11, 49)|0|[0, 0]|19|554
43910|(12, 11, 50)|0|[0, 0]|19|554
43911|(12, 11, 51)|0|[0, 0]|19|554
43912|(12, 11, 52)|1|[1, 0]|19|554
43913|(12, 11, 53)|0|[0, 0]|19|554
43914|(12, 11, 54)|0|[0, 0]|19|554
43915|(12, 11, 55)|0|[0, 0]|19|554
43916|(12, 11, 56)|0|[0, 0]|19|554
43917|(12, 11, 57)|0|[0, 0]|19|554
43918|(12, 11, 58)|0|[0, 0]|19|554
43919|(12, 11, 59)|0|[0, 0]|19|554
43920|(12, 12, 0)|0|[0, 0]|19|554
43921|(12, 12, 1)|0|[0, 0]|19|554
43922|(12, 12, 2)|0|[0, 0]|19|554
43923|(12, 12, 3)|0|[0, 0]|19|554
43924|(12, 12, 4)|0|[0, 0]|19|554
43925|(12, 12, 5)|0|[0, 0]|19|554
43926|(12, 12, 6)|0|[0, 0]|19|554
43927|(12, 12, 7)|0|[0, 0]|19|554
43928|(12, 12, 8)|0|[0, 0]|19|554
43929|(12, 12, 9)|0|[0, 0]|19|554
43930|(12, 12, 10)|0|[0, 0]|19|554
43931|(12, 12, 11)|0|[0, 0]|19|554
43932|(12, 12, 12)|0|[0, 0]|19|554
43933|(12, 12, 13)|0|[0, 0]|19|554
43934|(12, 12, 14)|0|[0, 0]|19|554
43935|(12, 12, 15)|0|[0, 0]|19|554
43936|(12, 12, 16)|0|[0, 0]|19|554
43937|(12, 12, 17)|0|[0, 0]|19|554
43938|(12, 12, 18)|0|[0, 0]|19|554
43939|(12, 12, 19)|0|[0, 0]|19|554
43940|(12, 12, 20)|0|[0, 0]|19|554
43941|(12, 12, 21)|0|[0, 0]|19|554
43942|(12, 12, 22)|0|[0, 0]|19|554
43943|(12, 12, 23)|0|[0, 0]|19|554
43944|(12, 12, 24)|0|[0, 0]|19|554
43945|(12, 12, 25)|0|[0, 0]|19|554
43946|(12, 12, 26)|0|[0, 0]|19|554
43947|(12, 12, 27)|0|[0, 0]|19|554
43948|(12, 12, 28)|0|[0, 0]|19|554
43949|(12, 12, 29)|0|[0, 0]|19|554
43950|(12, 12, 30)|0|[0, 0]|19|554
43951|(12, 12, 31)|0|[0, 0]|19|554
43952|(12, 12, 32)|0|[0, 0]|19|554
43953|(12, 12, 33)|0|[0, 0]|19|554
43954|(12, 12, 34)|0|[0, 0]|19|554
43955|(12, 12, 35)|0|[0, 0]|19|554
43956|(12, 12, 36)|0|[0, 0]|19|554
43957|(12, 12, 37)|0|[0, 0]|19|554
43958|(12, 12, 38)|0|[0, 0]|19|554
43959|(12, 12, 39)|0|[0, 0]|19|554
43960|(12, 12, 40)|0|[0, 0]|19|554
43961|(12, 12, 41)|0|[0, 0]|19|554
43962|(12, 12, 42)|0|[0, 0]|19|554
43963|(12, 12, 43)|0|[0, 0]|19|554
43964|(12, 12, 44)|0|[0, 0]|19|554
43965|(12, 12, 45)|0|[0, 0]|19|554
43966|(12, 12, 46)|0|[0, 0]|19|554
43967|(12, 12, 47)|0|[0, 0]|19|555
43968|(12, 12, 48)|0|[0, 0]|19|555
43969|(12, 12, 49)|0|[0, 0]|19|555
43970|(12, 12, 50)|0|[0, 0]|19|555
43971|(12, 12, 51)|0|[0, 0]|19|555
43972|(12, 12, 52)|0|[0, 0]|19|555
43973|(12, 12, 53)|0|[0, 0]|19|555
43974|(12, 12, 54)|0|[0, 0]|19|555
43975|(12, 12, 55)|0|[0, 0]|19|555
43976|(12, 12, 56)|0|[0, 0]|19|555
43977|(12, 12, 57)|0|[0, 0]|19|555
43978|(12, 12, 58)|0|[0, 0]|19|555
43979|(12, 12, 59)|0|[0, 0]|19|555
43980|(12, 13, 0)|0|[0, 0]|19|555
43981|(12, 13, 1)|0|[0, 0]|19|555
43982|(12, 13, 2)|0|[0, 0]|19|555
43983|(12, 13, 3)|0|[0, 0]|19|555
43984|(12, 13, 4)|0|[0, 0]|19|555
43985|(12, 13, 5)|0|[0, 0]|19|555
43986|(12, 13, 6)|0|[0, 0]|19|555
43987|(12, 13, 7)|0|[0, 0]|19|555
43988|(12, 13, 8)|0|[0, 0]|19|555
43989|(12, 13, 9)|0|[0, 0]|19|555
43990|(12, 13, 10)|0|[0, 0]|19|555
43991|(12, 13, 11)|0|[0, 0]|19|555
43992|(12, 13, 12)|0|[0, 0]|19|555
43993|(12, 13, 13)|0|[0, 0]|19|555
43994|(12, 13, 14)|0|[0, 0]|19|555
43995|(12, 13, 15)|0|[0, 0]|19|555
43996|(12, 13, 16)|0|[0, 0]|19|555
43997|(12, 13, 17)|0|[0, 0]|19|555
43998|(12, 13, 18)|0|[0, 0]|19|555
43999|(12, 13, 19)|0|[0, 0]|19|555
44000|(12, 13, 20)|0|[0, 0]|19|555
44001|(12, 13, 21)|0|[0, 0]|19|555
44002|(12, 13, 22)|0|[0, 0]|19|555
44003|(12, 13, 23)|0|[0, 0]|19|555
44004|(12, 13, 24)|0|[0, 0]|19|555
44005|(12, 13, 25)|0|[0, 0]|19|555
44006|(12, 13, 26)|0|[0, 0]|19|555
44007|(12, 13, 27)|0|[0, 0]|19|555
44008|(12, 13, 28)|0|[0, 0]|19|555
44009|(12, 13, 29)|0|[0, 0]|19|555
44010|(12, 13, 30)|0|[0, 0]|19|555
44011|(12, 13, 31)|0|[0, 0]|19|555
44012|(12, 13, 32)|0|[0, 0]|19|555
44013|(12, 13, 33)|0|[0, 0]|19|555
44014|(12, 13, 34)|0|[0, 0]|19|555
44015|(12, 13, 35)|0|[0, 0]|19|555
44016|(12, 13, 36)|0|[0, 0]|19|555
44017|(12, 13, 37)|0|[0, 0]|19|555
44018|(12, 13, 38)|0|[0, 0]|19|555
44019|(12, 13, 39)|0|[0, 0]|19|555
44020|(12, 13, 40)|0|[0, 0]|19|555
44021|(12, 13, 41)|0|[0, 0]|19|555
44022|(12, 13, 42)|0|[0, 0]|19|555
44023|(12, 13, 43)|0|[0, 0]|19|555
44024|(12, 13, 44)|0|[0, 0]|19|555
44025|(12, 13, 45)|0|[0, 0]|19|555
44026|(12, 13, 46)|0|[0, 0]|19|555
44027|(12, 13, 47)|0|[0, 0]|19|555
44028|(12, 13, 48)|0|[0, 0]|19|555
44029|(12, 13, 49)|0|[0, 0]|19|555
44030|(12, 13, 50)|0|[0, 0]|19|555
44031|(12, 13, 51)|0|[0, 0]|19|555
44032|(12, 13, 52)|0|[0, 0]|19|555
44033|(12, 13, 53)|0|[0, 0]|19|555
44034|(12, 13, 54)|0|[0, 0]|19|555
44035|(12, 13, 55)|0|[0, 0]|19|555
44036|(12, 13, 56)|0|[0, 0]|19|555
44037|(12, 13, 57)|0|[0, 0]|19|555
44038|(12, 13, 58)|0|[0, 0]|19|555
44039|(12, 13, 59)|0|[0, 0]|19|555
44040|(12, 14, 0)|0|[0, 0]|19|555
44041|(12, 14, 1)|0|[0, 0]|19|555
44042|(12, 14, 2)|0|[0, 0]|19|555
44043|(12, 14, 3)|0|[0, 0]|19|555
44044|(12, 14, 4)|0|[0, 0]|19|555
44045|(12, 14, 5)|0|[0, 0]|19|555
44046|(12, 14, 6)|1|[0, 1]|19|555
44047|(12, 14, 7)|0|[0, 0]|19|555
44048|(12, 14, 8)|0|[0, 0]|19|555
44049|(12, 14, 9)|0|[0, 0]|19|555
44050|(12, 14, 10)|0|[0, 0]|19|555
44051|(12, 14, 11)|0|[0, 0]|19|555
44052|(12, 14, 12)|0|[0, 0]|19|555
44053|(12, 14, 13)|0|[0, 0]|19|555
44054|(12, 14, 14)|0|[0, 0]|19|555
44055|(12, 14, 15)|0|[0, 0]|19|555
44056|(12, 14, 16)|0|[0, 0]|19|556
44057|(12, 14, 17)|0|[0, 0]|19|556
44058|(12, 14, 18)|0|[0, 0]|19|556
44059|(12, 14, 19)|0|[0, 0]|19|556
44060|(12, 14, 20)|0|[0, 0]|19|556
44061|(12, 14, 21)|0|[0, 0]|19|556
44062|(12, 14, 22)|0|[0, 0]|19|556
44063|(12, 14, 23)|0|[0, 0]|19|556
44064|(12, 14, 24)|0|[0, 0]|19|556
44065|(12, 14, 25)|0|[0, 0]|19|556
44066|(12, 14, 26)|0|[0, 0]|19|556
44067|(12, 14, 27)|0|[0, 0]|19|556
44068|(12, 14, 28)|0|[0, 0]|19|556
44069|(12, 14, 29)|0|[0, 0]|19|556
44070|(12, 14, 30)|0|[0, 0]|19|556
44071|(12, 14, 31)|0|[0, 0]|19|556
44072|(12, 14, 32)|0|[0, 0]|19|556
44073|(12, 14, 33)|0|[0, 0]|19|556
44074|(12, 14, 34)|0|[0, 0]|19|556
44075|(12, 14, 35)|0|[0, 0]|19|556
44076|(12, 14, 36)|0|[0, 0]|19|556
44077|(12, 14, 37)|0|[0, 0]|19|556
44078|(12, 14, 38)|0|[0, 0]|19|556
44079|(12, 14, 39)|0|[0, 0]|19|556
44080|(12, 14, 40)|0|[0, 0]|19|556
44081|(12, 14, 41)|0|[0, 0]|19|556
44082|(12, 14, 42)|0|[0, 0]|19|556
44083|(12, 14, 43)|0|[0, 0]|19|556
44084|(12, 14, 44)|0|[0, 0]|19|556
44085|(12, 14, 45)|0|[0, 0]|19|556
44086|(12, 14, 46)|0|[0, 0]|19|556
44087|(12, 14, 47)|0|[0, 0]|19|556
44088|(12, 14, 48)|0|[0, 0]|19|556
44089|(12, 14, 49)|0|[0, 0]|19|556
44090|(12, 14, 50)|0|[0, 0]|19|556
44091|(12, 14, 51)|0|[0, 0]|19|556
44092|(12, 14, 52)|0|[0, 0]|19|556
44093|(12, 14, 53)|0|[0, 0]|19|556
44094|(12, 14, 54)|0|[0, 0]|19|556
44095|(12, 14, 55)|0|[0, 0]|19|556
44096|(12, 14, 56)|0|[0, 0]|19|556
44097|(12, 14, 57)|0|[0, 0]|19|556
44098|(12, 14, 58)|0|[0, 0]|19|556
44099|(12, 14, 59)|0|[0, 0]|19|556
44100|(12, 15, 0)|0|[0, 0]|19|556
44101|(12, 15, 1)|0|[0, 0]|19|556
44102|(12, 15, 2)|0|[0, 0]|19|556
44103|(12, 15, 3)|0|[0, 0]|19|556
44104|(12, 15, 4)|0|[0, 0]|19|556
44105|(12, 15, 5)|0|[0, 0]|19|556
44106|(12, 15, 6)|0|[0, 0]|19|556
44107|(12, 15, 7)|0|[0, 0]|19|556
44108|(12, 15, 8)|0|[0, 0]|19|556
44109|(12, 15, 9)|0|[0, 0]|19|556
44110|(12, 15, 10)|0|[0, 0]|19|556
44111|(12, 15, 11)|0|[0, 0]|19|556
44112|(12, 15, 12)|0|[0, 0]|19|556
44113|(12, 15, 13)|0|[0, 0]|19|556
44114|(12, 15, 14)|0|[0, 0]|19|556
44115|(12, 15, 15)|0|[0, 0]|19|556
44116|(12, 15, 16)|0|[0, 0]|19|556
44117|(12, 15, 17)|0|[0, 0]|19|556
44118|(12, 15, 18)|0|[0, 0]|19|556
44119|(12, 15, 19)|0|[0, 0]|19|556
44120|(12, 15, 20)|0|[0, 0]|19|556
44121|(12, 15, 21)|0|[0, 0]|19|556
44122|(12, 15, 22)|0|[0, 0]|19|556
44123|(12, 15, 23)|0|[0, 0]|19|556
44124|(12, 15, 24)|0|[0, 0]|19|556
44125|(12, 15, 25)|0|[0, 0]|19|556
44126|(12, 15, 26)|0|[0, 0]|19|556
44127|(12, 15, 27)|0|[0, 0]|19|556
44128|(12, 15, 28)|0|[0, 0]|19|556
44129|(12, 15, 29)|0|[0, 0]|19|556
44130|(12, 15, 30)|0|[0, 0]|19|556
44131|(12, 15, 31)|0|[0, 0]|19|556
44132|(12, 15, 32)|0|[0, 0]|19|556
44133|(12, 15, 33)|0|[0, 0]|19|556
44134|(12, 15, 34)|0|[0, 0]|19|556
44135|(12, 15, 35)|0|[0, 0]|19|556
44136|(12, 15, 36)|0|[0, 0]|19|556
44137|(12, 15, 37)|0|[0, 0]|19|556
44138|(12, 15, 38)|0|[0, 0]|19|556
44139|(12, 15, 39)|0|[0, 0]|19|556
44140|(12, 15, 40)|0|[0, 0]|19|556
44141|(12, 15, 41)|0|[0, 0]|19|556
44142|(12, 15, 42)|0|[0, 0]|19|556
44143|(12, 15, 43)|0|[0, 0]|19|556
44144|(12, 15, 44)|0|[0, 0]|19|556
44145|(12, 15, 45)|0|[0, 0]|19|556
44146|(12, 15, 46)|0|[0, 0]|19|556
44147|(12, 15, 47)|0|[0, 0]|19|556
44148|(12, 15, 48)|0|[0, 0]|19|556
44149|(12, 15, 49)|0|[0, 0]|19|556
44150|(12, 15, 50)|0|[0, 0]|19|556
44151|(12, 15, 51)|0|[0, 0]|19|556
44152|(12, 15, 52)|0|[0, 0]|19|556
44153|(12, 15, 53)|0|[0, 0]|19|556
44154|(12, 15, 54)|0|[0, 0]|19|556
44155|(12, 15, 55)|0|[0, 0]|19|556
44156|(12, 15, 56)|0|[0, 0]|19|556
44157|(12, 15, 57)|0|[0, 0]|19|556
44158|(12, 15, 58)|0|[0, 0]|19|556
44159|(12, 15, 59)|0|[0, 0]|19|556
44160|(12, 16, 0)|0|[0, 0]|19|556
44161|(12, 16, 1)|0|[0, 0]|19|556
44162|(12, 16, 2)|0|[0, 0]|19|556
44163|(12, 16, 3)|0|[0, 0]|19|556
44164|(12, 16, 4)|0|[0, 0]|19|556
44165|(12, 16, 5)|0|[0, 0]|19|556
44166|(12, 16, 6)|0|[0, 0]|19|556
44167|(12, 16, 7)|0|[0, 0]|19|556
44168|(12, 16, 8)|0|[0, 0]|19|556
44169|(12, 16, 9)|0|[0, 0]|19|556
44170|(12, 16, 10)|0|[0, 0]|19|556
44171|(12, 16, 11)|0|[0, 0]|19|556
44172|(12, 16, 12)|0|[0, 0]|19|556
44173|(12, 16, 13)|0|[0, 0]|19|556
44174|(12, 16, 14)|0|[0, 0]|19|556
44175|(12, 16, 15)|0|[0, 0]|19|556
44176|(12, 16, 16)|0|[0, 0]|19|556
44177|(12, 16, 17)|0|[0, 0]|19|556
44178|(12, 16, 18)|1|[0, 0]|19|556
44179|(12, 16, 19)|0|[0, 0]|19|556
44180|(12, 16, 20)|0|[0, 0]|19|556
44181|(12, 16, 21)|0|[0, 0]|19|556
44182|(12, 16, 22)|1|[1, 0]|19|556
44183|(12, 16, 23)|1|[1, 0]|19|556
44184|(12, 16, 24)|0|[0, 0]|19|556
44185|(12, 16, 25)|0|[0, 0]|19|556
44186|(12, 16, 26)|0|[0, 0]|19|556
44187|(12, 16, 27)|0|[0, 0]|19|556
44188|(12, 16, 28)|0|[0, 0]|19|556
44189|(12, 16, 29)|0|[0, 0]|19|556
44190|(12, 16, 30)|0|[0, 0]|19|556
44191|(12, 16, 31)|0|[0, 0]|19|556
44192|(12, 16, 32)|0|[0, 0]|19|556
44193|(12, 16, 33)|0|[0, 0]|19|556
44194|(12, 16, 34)|0|[0, 0]|19|556
44195|(12, 16, 35)|0|[0, 0]|19|556
44196|(12, 16, 36)|0|[0, 0]|19|556
44197|(12, 16, 37)|0|[0, 0]|19|556
44198|(12, 16, 38)|0|[0, 0]|19|556
44199|(12, 16, 39)|0|[0, 0]|19|556
44200|(12, 16, 40)|0|[0, 0]|19|556
44201|(12, 16, 41)|0|[0, 0]|19|556
44202|(12, 16, 42)|0|[0, 0]|19|556
44203|(12, 16, 43)|0|[0, 0]|19|556
44204|(12, 16, 44)|0|[0, 0]|19|556
44205|(12, 16, 45)|0|[0, 0]|19|556
44206|(12, 16, 46)|0|[0, 0]|19|556
44207|(12, 16, 47)|0|[0, 0]|19|556
44208|(12, 16, 48)|0|[0, 0]|19|556
44209|(12, 16, 49)|0|[0, 0]|19|556
44210|(12, 16, 50)|0|[0, 0]|19|556
44211|(12, 16, 51)|0|[0, 0]|19|556
44212|(12, 16, 52)|0|[0, 0]|19|556
44213|(12, 16, 53)|0|[0, 0]|19|556
44214|(12, 16, 54)|0|[0, 0]|19|556
44215|(12, 16, 55)|0|[0, 0]|19|556
44216|(12, 16, 56)|1|[1, 0]|19|556
44217|(12, 16, 57)|0|[1, 0]|19|556
44218|(12, 16, 58)|0|[1, 0]|19|556
44219|(12, 16, 59)|0|[1, 0]|19|556
44220|(12, 17, 0)|0|[1, 0]|19|556
44221|(12, 17, 1)|0|[1, 0]|19|556
44222|(12, 17, 2)|0|[1, 0]|19|556
44223|(12, 17, 3)|0|[1, 0]|19|556
44224|(12, 17, 4)|0|[1, 0]|19|556
44225|(12, 17, 5)|0|[1, 0]|19|556
44226|(12, 17, 6)|0|[1, 0]|19|556
44227|(12, 17, 7)|0|[1, 0]|19|556
44228|(12, 17, 8)|0|[1, 0]|19|558
44229|(12, 17, 9)|0|[1, 0]|19|558
44230|(12, 17, 10)|0|[0, 0]|19|558
44231|(12, 17, 11)|0|[0, 0]|19|558
44232|(12, 17, 12)|0|[0, 0]|19|558
44233|(12, 17, 13)|0|[0, 0]|19|558
44234|(12, 17, 14)|0|[0, 0]|19|558
44235|(12, 17, 15)|0|[0, 0]|19|558
44236|(12, 17, 16)|0|[0, 0]|19|558
44237|(12, 17, 17)|0|[0, 0]|19|558
44238|(12, 17, 18)|0|[0, 0]|19|558
44239|(12, 17, 19)|0|[0, 0]|19|558
44240|(12, 17, 20)|0|[0, 0]|19|558
44241|(12, 17, 21)|0|[0, 0]|19|558
44242|(12, 17, 22)|0|[0, 0]|19|558
44243|(12, 17, 23)|0|[0, 0]|19|558
44244|(12, 17, 24)|0|[0, 0]|19|558
44245|(12, 17, 25)|0|[0, 0]|19|558
44246|(12, 17, 26)|0|[0, 0]|19|558
44247|(12, 17, 27)|0|[0, 0]|19|558
44248|(12, 17, 28)|0|[0, 0]|19|558
44249|(12, 17, 29)|0|[0, 0]|19|558
44250|(12, 17, 30)|0|[0, 0]|19|558
44251|(12, 17, 31)|0|[0, 0]|19|558
44252|(12, 17, 32)|0|[0, 0]|19|558
44253|(12, 17, 33)|0|[0, 0]|19|558
44254|(12, 17, 34)|0|[0, 0]|19|558
44255|(12, 17, 35)|0|[0, 0]|19|558
44256|(12, 17, 36)|0|[0, 0]|19|558
44257|(12, 17, 37)|0|[0, 0]|19|558
44258|(12, 17, 38)|0|[0, 0]|19|558
44259|(12, 17, 39)|0|[0, 0]|19|558
44260|(12, 17, 40)|0|[0, 0]|19|558
44261|(12, 17, 41)|0|[0, 0]|19|558
44262|(12, 17, 42)|0|[0, 0]|19|558
44263|(12, 17, 43)|0|[0, 0]|19|558
44264|(12, 17, 44)|0|[0, 0]|19|558
44265|(12, 17, 45)|0|[0, 0]|19|558
44266|(12, 17, 46)|0|[0, 0]|19|558
44267|(12, 17, 47)|0|[0, 0]|19|558
44268|(12, 17, 48)|0|[0, 0]|19|558
44269|(12, 17, 49)|0|[0, 0]|19|558
44270|(12, 17, 50)|0|[0, 0]|19|558
44271|(12, 17, 51)|0|[0, 0]|19|558
44272|(12, 17, 52)|0|[0, 0]|19|558
44273|(12, 17, 53)|0|[0, 0]|19|558
44274|(12, 17, 54)|0|[0, 0]|19|558
44275|(12, 17, 55)|0|[0, 0]|19|558
44276|(12, 17, 56)|0|[0, 0]|19|558
44277|(12, 17, 57)|0|[0, 0]|19|558
44278|(12, 17, 58)|0|[0, 0]|19|558
44279|(12, 17, 59)|0|[0, 0]|19|558
44280|(12, 18, 0)|0|[0, 0]|19|558
44281|(12, 18, 1)|0|[0, 0]|19|558
44282|(12, 18, 2)|0|[0, 0]|19|558
44283|(12, 18, 3)|0|[0, 0]|19|558
44284|(12, 18, 4)|0|[0, 0]|19|559
44285|(12, 18, 5)|0|[0, 0]|19|559
44286|(12, 18, 6)|0|[0, 0]|19|559
44287|(12, 18, 7)|0|[0, 0]|19|559
44288|(12, 18, 8)|0|[0, 0]|19|559
44289|(12, 18, 9)|0|[0, 0]|19|559
44290|(12, 18, 10)|0|[0, 0]|19|559
44291|(12, 18, 11)|0|[0, 0]|19|559
44292|(12, 18, 12)|0|[0, 0]|19|559
44293|(12, 18, 13)|0|[0, 0]|19|559
44294|(12, 18, 14)|0|[0, 0]|19|559
44295|(12, 18, 15)|0|[0, 0]|19|559
44296|(12, 18, 16)|0|[0, 0]|19|559
44297|(12, 18, 17)|0|[0, 0]|19|559
44298|(12, 18, 18)|0|[0, 0]|19|559
44299|(12, 18, 19)|1|[0, 0]|19|559
44300|(12, 18, 20)|0|[0, 0]|19|559
44301|(12, 18, 21)|0|[0, 0]|19|559
44302|(12, 18, 22)|0|[0, 0]|19|559
44303|(12, 18, 23)|0|[0, 0]|19|559
44304|(12, 18, 24)|0|[0, 0]|19|559
44305|(12, 18, 25)|0|[0, 0]|19|559
44306|(12, 18, 26)|0|[0, 0]|19|559
44307|(12, 18, 27)|0|[0, 0]|19|559
44308|(12, 18, 28)|0|[0, 0]|19|559
44309|(12, 18, 29)|0|[0, 0]|19|559
44310|(12, 18, 30)|0|[0, 0]|19|559
44311|(12, 18, 31)|0|[0, 0]|19|559
44312|(12, 18, 32)|0|[0, 0]|19|559
44313|(12, 18, 33)|0|[0, 0]|19|559
44314|(12, 18, 34)|0|[0, 0]|19|559
44315|(12, 18, 35)|0|[0, 0]|19|559
44316|(12, 18, 36)|0|[0, 0]|19|559
44317|(12, 18, 37)|0|[0, 0]|19|559
44318|(12, 18, 38)|0|[0, 0]|19|559
44319|(12, 18, 39)|0|[0, 0]|19|559
44320|(12, 18, 40)|0|[0, 0]|19|559
44321|(12, 18, 41)|0|[0, 0]|19|559
44322|(12, 18, 42)|0|[0, 0]|19|559
44323|(12, 18, 43)|0|[0, 0]|19|559
44324|(12, 18, 44)|1|[0, 1]|19|559
44325|(12, 18, 45)|0|[0, 0]|19|559
44326|(12, 18, 46)|0|[0, 0]|19|559
44327|(12, 18, 47)|0|[0, 0]|19|559
44328|(12, 18, 48)|0|[0, 0]|19|559
44329|(12, 18, 49)|0|[0, 0]|19|559
44330|(12, 18, 50)|0|[0, 0]|19|559
44331|(12, 18, 51)|0|[0, 0]|19|559
44332|(12, 18, 52)|0|[0, 0]|19|559
44333|(12, 18, 53)|0|[0, 0]|19|559
44334|(12, 18, 54)|0|[0, 0]|19|560
44335|(12, 18, 55)|0|[0, 0]|19|560
44336|(12, 18, 56)|0|[0, 0]|19|560
44337|(12, 18, 57)|0|[0, 0]|19|560
44338|(12, 18, 58)|0|[0, 0]|19|560
44339|(12, 18, 59)|0|[0, 0]|19|560
44340|(12, 19, 0)|0|[0, 0]|19|560
44341|(12, 19, 1)|0|[0, 0]|19|560
44342|(12, 19, 2)|0|[0, 0]|19|560
44343|(12, 19, 3)|0|[0, 0]|19|560
44344|(12, 19, 4)|0|[0, 0]|19|560
44345|(12, 19, 5)|0|[0, 0]|19|560
44346|(12, 19, 6)|0|[0, 0]|19|560
44347|(12, 19, 7)|1|[0, 0]|19|560
44348|(12, 19, 8)|0|[0, 0]|19|560
44349|(12, 19, 9)|0|[0, 0]|19|560
44350|(12, 19, 10)|0|[0, 0]|19|560
44351|(12, 19, 11)|0|[0, 0]|19|560
44352|(12, 19, 12)|0|[0, 0]|19|560
44353|(12, 19, 13)|0|[0, 0]|19|560
44354|(12, 19, 14)|0|[0, 0]|19|560
44355|(12, 19, 15)|0|[0, 0]|19|560
44356|(12, 19, 16)|0|[0, 0]|19|560
44357|(12, 19, 17)|1|[0, 0]|19|560
44358|(12, 19, 18)|0|[0, 0]|19|560
44359|(12, 19, 19)|0|[0, 0]|19|560
44360|(12, 19, 20)|0|[0, 0]|19|560
44361|(12, 19, 21)|0|[0, 0]|19|560
44362|(12, 19, 22)|0|[0, 0]|19|560
44363|(12, 19, 23)|0|[0, 0]|19|560
44364|(12, 19, 24)|0|[0, 0]|19|560
44365|(12, 19, 25)|0|[0, 0]|19|560
44366|(12, 19, 26)|0|[0, 0]|19|560
44367|(12, 19, 27)|0|[0, 0]|19|560
44368|(12, 19, 28)|0|[0, 0]|19|560
44369|(12, 19, 29)|0|[0, 0]|19|560
44370|(12, 19, 30)|0|[0, 0]|19|560
44371|(12, 19, 31)|0|[0, 0]|19|560
44372|(12, 19, 32)|0|[0, 0]|19|560
44373|(12, 19, 33)|0|[0, 0]|19|560
44374|(12, 19, 34)|0|[0, 0]|19|560
44375|(12, 19, 35)|0|[0, 0]|19|560
44376|(12, 19, 36)|0|[0, 0]|19|560
44377|(12, 19, 37)|0|[0, 0]|19|560
44378|(12, 19, 38)|0|[0, 0]|19|560
44379|(12, 19, 39)|0|[0, 0]|19|560
44380|(12, 19, 40)|0|[0, 0]|19|560
44381|(12, 19, 41)|0|[0, 0]|19|560
44382|(12, 19, 42)|0|[0, 0]|19|560
44383|(12, 19, 43)|0|[0, 0]|19|560
44384|(12, 19, 44)|0|[0, 0]|19|560
44385|(12, 19, 45)|0|[0, 0]|19|560
44386|(12, 19, 46)|0|[0, 0]|19|560
44387|(12, 19, 47)|0|[0, 0]|19|560
44388|(12, 19, 48)|0|[0, 0]|19|560
44389|(12, 19, 49)|0|[0, 0]|19|560
44390|(12, 19, 50)|0|[0, 0]|19|560
44391|(12, 19, 51)|0|[0, 0]|19|560
